"recency","history","mens","womens","zip_code_enc","newbie","channel_enc","W","Y","tau_hat","tau_lower","tau_upper"
2,61.34,1,0,1,1,2,0,0,0.0113309107312536,-0.0179591627634321,0.0406209842259393
10,363.14,0,1,1,0,2,1,0,0.0355979934510368,-0.0355736872013597,0.106769674103433
12,640.99,1,1,3,1,2,1,0,-0.000617862002145498,-0.0180900615965443,0.0168543375922533
2,675.96,0,1,3,1,1,0,0,0.00854300400454235,-0.0124831850808834,0.0295691930899681
11,29.99,1,0,3,1,1,1,0,0.000702310087320008,-0.00104080272691879,0.00244542290155881
2,103.33,1,0,1,1,1,0,0,0.00218833413993067,-0.00567030765863533,0.0100469759384967
2,185.06,0,1,1,0,2,0,0,0.0192473595535383,-0.011374338583946,0.0498690576910225
2,102.13,0,1,3,0,2,0,0,-0.0191190859135372,-0.0584374439892898,0.0201992721622155
10,399.28,1,0,3,0,2,0,0,-0.000665245162399502,-0.00387644018365124,0.00254594985885224
8,29.99,1,0,1,1,1,0,0,0.00276007415736547,-0.00594958619284679,0.0114697345075777
9,61.56,1,0,3,0,1,1,0,0.0222972971279224,-0.0258351890593255,0.0704297833151704
1,399.54,1,0,3,0,1,1,0,-0.00925398696799445,-0.0354878953113441,0.0169799213753552
2,384.1,0,1,3,0,2,0,0,0.0108531651915793,-0.0212283656127949,0.0429346959959535
12,800.37,0,1,3,1,3,1,0,0.000662653718456866,-0.00464856147760056,0.00597386891451429
9,63.35,0,1,3,1,2,0,0,0.00191545612529164,-0.0043373840419958,0.00816829629257907
9,29.99,1,0,3,1,1,0,0,0.00214748014313386,-0.00144624013223686,0.00574120041850457
9,89.72,0,1,3,1,2,0,0,0.0412729910797193,-0.0071644242757783,0.089710406435217
3,431.62,0,1,3,0,3,0,0,0.0623814031045868,-0.0544450896025246,0.179207895811698
6,218.62,1,0,3,0,2,0,0,0.000271869504656132,-0.00336676840936057,0.00391050741867283
2,126.49,0,1,3,0,2,0,0,-0.0213905476172179,-0.0429938211423911,0.000212725907955288
10,101.85,0,1,3,0,2,1,0,0.00755539413768195,-0.0136726577136742,0.0287834459890381
5,60.68,0,1,3,1,1,1,0,-0.00325985359905938,-0.0246957892407397,0.0181760820426209
1,828.72,1,0,3,1,2,1,0,0.0245974290426975,-0.0156335581846052,0.0648284162700002
5,29.99,0,1,1,1,2,1,0,0.00101275590732731,-0.00306059524633501,0.00508610706098964
8,203.51,1,0,3,0,1,1,0,0.0104128175214278,-0.0162643088340113,0.0370899438768668
1,166.13,1,0,3,1,2,1,0,0.00530911911669461,-0.00837394628534018,0.0189921845187294
1,60.03,1,0,3,0,2,1,0,-0.00343615959494768,-0.040673145019635,0.0338008258297396
1,303.56,1,1,3,0,2,1,0,0.000825486956477957,-0.00634458531191641,0.00799555922487232
8,187.69,1,0,3,0,2,1,0,-0.00555637592963954,-0.0325213689971231,0.021408617137844
10,89.7,1,0,3,0,2,0,0,-0.0354562584558484,-0.116505210160352,0.0455926932486555
1,660.76,0,1,1,1,3,1,0,0.0191124330923371,-0.0632157877181092,0.101440653902783
6,78.76,0,1,1,1,1,0,0,0.000948910592130845,-0.0170131619299817,0.0189109831142434
11,150.37,0,1,3,0,2,1,0,0.0138274799356915,-0.0241660480213844,0.0518210078927674
11,29.99,1,0,3,1,1,1,0,0.000702310087320008,-0.00104080272691879,0.00244542290155881
4,273.11,0,1,3,1,3,1,0,0.000956485891475974,-0.00591270043589592,0.00782567221884787
2,47.65,0,1,3,1,2,1,0,0.0256551681804129,-0.0140640698833024,0.0653744062441282
9,228.73,0,1,3,1,3,1,0,0.000106389041796114,-0.00187362816565244,0.00208640624924467
9,245.02,0,1,3,0,1,1,0,0.000859472699509795,-0.00560273549213649,0.00732168089115608
10,619.3,1,1,3,1,2,1,0,-0.00819488040939025,-0.0377934962041909,0.0214037353854104
3,366.16,0,1,1,0,1,0,0,-0.00631107060801088,-0.0340707724259673,0.0214486312099455
3,776.74,1,1,3,1,2,1,0,0.0222402162598839,-0.0166921695485842,0.0611726020683521
10,215.94,0,1,3,0,1,0,0,0.010057722952958,-0.0143849778799573,0.0345004237858732
7,151.02,1,0,3,0,1,1,0,0.000306992213205972,-0.00213113714301264,0.00274512156942458
12,160.04,0,1,3,0,2,1,0,0.0130508746311898,-0.00791696526753456,0.0340187145299141
2,226.43,0,1,3,1,1,0,0,-0.00191374226792198,-0.00982158817199657,0.0059941036361526
11,42.38,0,1,1,1,2,0,0,0.00160410279537134,-0.00595189991540026,0.00916010550614295
2,175.19,1,0,3,1,1,1,0,0.00225739045773376,-0.0173539533935439,0.0218687343090115
5,315,0,1,3,0,2,1,0,7.10849497313652e-06,-0.00343414757338298,0.00344836456332926
3,692.51,1,1,3,1,1,0,0,-0.011187289461688,-0.0530431366956685,0.0306685577722925
11,45.6,1,0,1,1,2,0,0,-0.00104308313200111,-0.0070632659334121,0.00497709966940987
11,131.79,0,1,3,0,1,0,0,0.000560532595960032,-0.00233034069766491,0.00345140588958497
1,681.21,1,1,3,1,2,0,0,-0.0108243834613453,-0.0400728664635979,0.0184240995409073
5,40.38,0,1,3,0,2,0,0,-0.00692058409068564,-0.0332876495470388,0.0194464813656675
9,29.99,1,0,3,0,2,1,0,-0.000468495653508751,-0.00666964979019214,0.00573265848317464
5,185.45,0,1,3,0,2,1,0,0.00655563599217118,-0.018907432748636,0.0320187047329784
2,557.85,0,1,3,1,2,0,0,0.0601174470418474,-0.0407812805043853,0.16101617458808
6,212.65,1,0,3,1,1,1,0,0.0124120956612087,-0.024327643412478,0.0491518347348954
3,863.3,1,1,3,1,1,1,0,-0.00586170776228506,-0.0415578183984373,0.0298344028738672
3,649.19,1,0,3,1,2,1,0,0.0125156154373697,-0.0185961743340718,0.0436274052088111
3,836.06,1,0,3,1,2,0,0,0.0813889329740675,-0.0497705508537985,0.212548416801933
7,41.2,1,0,3,0,2,1,0,0.000349749010544938,-0.00991736873132726,0.0106168667524171
4,29.99,0,1,3,1,1,1,0,0.079292759127157,-0.06636722766626,0.224952745920574
1,219.77,0,1,3,1,2,1,0,0.00363352311269828,-0.00952504200578476,0.0167920882311813
4,398.76,1,1,3,0,2,1,0,-0.00297916734584044,-0.015776037099709,0.00981770240802807
1,143.39,1,0,1,1,1,0,0,0.0053461557917727,-0.0171228625925173,0.0278151741760627
4,967.65,0,1,3,1,3,0,0,-8.1951405175912e-05,-0.00626527086111568,0.00610136805076386
5,992.46,1,0,3,1,3,0,0,-0.00328769408768294,-0.0207487812591138,0.0141733930837479
7,110.46,1,0,3,0,2,0,0,-4.56379395064105e-06,-0.000849602499315082,0.0008404749114138
10,67.82,1,0,3,0,2,0,0,0.00230382161148624,-0.0263938475661604,0.0310014907891329
8,154.93,1,0,3,0,2,0,0,-0.000138951267322093,-0.00161900493201865,0.00134110239737446
1,155.17,0,1,1,1,1,0,0,0.0260827827550746,-0.0683693905042235,0.120534956014373
10,174.47,1,0,3,0,2,1,0,0.000968898923824493,-0.00354100490254555,0.00547880275019454
8,340.78,1,0,1,0,2,1,0,-0.00135224789027507,-0.0105512767280146,0.00784678094746443
2,847.87,0,1,3,1,2,0,0,0.0295245479275337,-0.0504908919772266,0.109539987832294
1,243.64,0,1,3,1,2,1,0,0.0252663590493734,-0.0310499502769233,0.0815826683756702
9,70.86,1,0,1,0,2,0,0,-0.0120416606603302,-0.048495397136441,0.0244120758157805
2,382.97,0,1,1,1,1,0,0,0.0240197462959081,-0.0469694657774027,0.0950089583692189
1,171.2,0,1,3,0,2,1,0,0.000533975229271169,-0.00601720099161213,0.00708515145015447
2,519.96,1,1,3,1,1,1,0,0.0173780113996866,-0.0761970811640372,0.11095310396341
1,236.7,0,1,3,0,2,1,0,0.00262187830914741,-0.0211950031639369,0.0264387597822317
2,114.35,1,0,3,0,2,0,0,-0.0164587334958306,-0.042887803687428,0.00997033669576676
6,132.49,0,1,1,1,2,0,0,0.00171458258897512,-0.00396352823080983,0.00739269340876008
4,423.67,1,0,3,0,3,0,0,0.000638134429402983,-0.0215400908557942,0.0228163597146001
2,940.6,1,1,3,1,2,1,0,-0.0207320932252495,-0.0839636726032206,0.0424994861527216
4,270.26,0,1,1,1,2,1,0,-0.000613246854773005,-0.017053627613415,0.015827133903869
2,295.7,1,1,3,0,1,1,0,0.0016914759242457,-0.00831391913780059,0.011696870986292
1,519.62,1,0,3,1,3,0,0,0.00433917139106113,-0.0157595336817755,0.0244378764638977
8,632.58,1,1,3,1,3,0,0,-0.0019971784255453,-0.0479495592644678,0.0439552024133772
9,40.35,0,1,1,1,2,1,1,-0.000100361583979918,-0.00505028521812658,0.00484956205016674
5,58.32,1,0,3,1,1,1,0,-0.00847854938994697,-0.0277660412122371,0.0108089424323432
1,35.61,1,0,3,0,1,1,0,0.0014759537174302,-0.00386381380097279,0.00681572123583318
1,177.71,1,0,3,1,1,1,0,-0.00227739284220533,-0.0175058932122297,0.012951107527819
2,464.33,0,1,3,0,2,0,0,-0.117391074501739,-0.265975635080585,0.0311934860771069
2,773.55,1,1,1,1,3,1,0,0.0495200042544381,-0.00614107415567539,0.105181082664552
9,75.55,1,0,3,0,2,0,0,0.0040508339644542,-0.0227252142391864,0.0308268821680948
9,65.3,0,1,1,1,2,0,0,0.000395866863684174,-0.00166048740924395,0.00245222113661229
5,75.36,0,1,3,1,1,1,0,0.0123734081300154,-0.0211687680447877,0.0459155843048185
10,33.77,0,1,1,1,2,0,0,0.00234453120129169,-0.00793912901167171,0.0126281914142551
1,228.18,0,1,3,1,1,1,0,0.00442252936009294,-0.00640783415381,0.0152528928739959
10,35.55,0,1,3,1,1,1,0,0.0247717921745451,-0.0443752206048484,0.0939188049539387
10,70.09,0,1,3,1,1,0,0,0.00116196829994043,-0.00269866681707455,0.0050226034169554
9,162.11,0,1,1,1,1,1,0,0.00853752398123424,-0.0151152561239996,0.0321903040864681
10,269.63,1,1,3,0,3,1,0,-0.000271809987554367,-0.00651817948297965,0.00597455950787091
3,63.12,0,1,3,0,2,1,0,-0.0105269952057131,-0.0479543852665469,0.0269003948551207
1,240.12,0,1,1,1,3,1,0,-0.064845837753884,-0.14075402783943,0.0110623523316619
3,542.46,0,1,1,1,3,1,0,0.00746099223476456,-0.0123669043441454,0.0272888888136745
3,260.49,1,0,3,1,2,1,0,-0.0182719941788403,-0.0748329938787853,0.0382890055211048
6,29.99,0,1,3,0,1,0,0,-0.000114033163556005,-0.00300704164120009,0.00277897531408808
12,38.94,0,1,3,1,2,1,0,-0.000143811597459701,-0.00535750583969763,0.00506988264477822
9,552.8,1,1,3,1,1,1,0,0.00511386565900903,-0.0214750271924747,0.0317027585104928
2,111.47,0,1,3,0,1,0,0,-0.00831522164997503,-0.0258254408338692,0.00919499753391919
3,90.69,0,1,3,1,1,0,0,-0.0014249261212923,-0.016366251042357,0.0135163987997724
1,63.63,0,1,3,1,1,0,0,0.00296269527403443,-0.0102429942899925,0.0161683848380614
11,208.17,0,1,3,1,1,0,0,0.0143266802507417,-0.0135432231599033,0.0421965836613867
9,137.38,1,0,1,0,2,0,0,0.000651374619910598,-0.0158551174980017,0.0171578667378229
12,349.09,0,1,3,0,2,0,0,0.0104069066847569,-0.0142297173964597,0.0350435307659736
1,667.1,0,1,1,1,2,0,0,0.00774870897415939,-0.0107706220534984,0.0262680400018172
10,223.78,1,1,3,0,1,1,0,0.00349922877706255,-0.00457092111574533,0.0115693786698704
3,237.46,1,1,1,0,2,0,0,-0.0155838650251593,-0.041432695638709,0.0102649655883904
5,197.85,0,1,1,0,2,1,0,0.0011253698911636,-0.00352681808853852,0.00577755787086573
3,33.73,0,1,3,1,1,1,0,0.0196884564306431,-0.0107934693735608,0.0501703822348471
9,651.19,0,1,3,1,1,0,0,0.00167828077876281,-0.00755669307688549,0.0109132546344111
4,299.2,0,1,1,1,2,0,0,0.00204234433797386,-0.0304795852830178,0.0345642739589656
2,304.62,0,1,3,0,1,1,0,-0.00075426387239059,-0.00808115872400151,0.00657263097922033
3,420.78,1,0,3,0,2,1,0,0.0037492263334234,-0.00877864834037206,0.0162771010072189
4,291.77,1,0,3,0,3,0,0,0.00694713155238534,-0.0247311970504361,0.0386254601552068
4,89.72,1,0,1,1,1,1,0,-0.00140884821534767,-0.0125396318408784,0.0097219354101831
11,176.08,0,1,1,0,1,1,0,0.0069498931288746,-0.00888365992900789,0.0227834461867571
4,29.99,1,0,3,0,2,1,0,0.122726808959773,-0.0555332183392518,0.300986836258798
10,132.23,1,0,3,1,2,1,0,9.35877344552105e-05,-0.000899397007799244,0.00108657247670966
10,472.41,1,1,3,1,1,1,0,-0.00235004373397682,-0.0303140259482854,0.0256139384803317
6,29.99,1,0,3,0,2,0,0,0.000895764099882363,-0.0032955204728744,0.00508704867263913
8,237.56,1,0,3,0,2,0,0,-0.000209569425969933,-0.00228569583037057,0.0018665569784307
4,118.06,0,1,3,0,2,1,0,-0.00644930250091528,-0.0258848269441422,0.0129862219423116
4,348.53,0,1,3,0,3,0,0,-0.000497496222236087,-0.0307398596276639,0.0297448671831917
6,98.47,1,0,3,1,1,0,0,-7.93939361194908e-05,-0.00210769825213725,0.00194891037989826
3,478.95,1,0,3,0,2,1,0,0.00790344603322073,-0.0180271941821412,0.0338340862485826
3,76.88,0,1,3,1,1,1,0,-0.0030748738786588,-0.0304056675994047,0.0242559198420871
8,78.67,1,0,1,0,1,0,0,-0.0259355759589861,-0.0593929023921901,0.0075217504742178
6,415.38,1,0,3,0,3,0,0,-0.0014779669311738,-0.0079620324536239,0.00500609859127631
10,29.99,0,1,1,0,1,1,0,0.000642652634014149,-0.00660956417163705,0.00789486943966535
10,175.09,0,1,3,0,1,1,0,0.0550841509079297,-0.0682182631497731,0.178386564965633
11,34.67,1,0,3,0,1,0,0,-0.00361345498314641,-0.0265832658066479,0.0193563558403551
4,51.94,0,1,3,1,1,1,0,0.0227242752564587,-0.0854911537963082,0.130939704309226
4,29.99,1,0,3,1,1,1,0,0.00408447009269568,-0.00495933770353402,0.0131282778889254
6,29.99,1,0,3,1,1,1,0,0.000823704359978242,-0.00091846375414282,0.0025658724740993
10,289.05,0,1,3,1,2,0,0,0.0026152971945987,-0.00422354525201652,0.00945413964121392
8,105.98,0,1,1,1,1,0,0,0.00481883881701435,-0.00710971174494003,0.0167473893789687
5,676.24,1,1,3,1,2,0,0,-0.0143379052654618,-0.0400560875478366,0.011380277016913
3,50.89,1,0,3,1,2,1,0,0.00112611581995581,-0.0225223210380624,0.024774552677974
3,235.66,0,1,3,1,1,0,0,-0.000479730287155874,-0.00706181840098922,0.00610235782667748
4,157.57,0,1,1,1,2,1,0,0.00875832961949988,-0.0497643352031289,0.0672809944421286
10,29.99,0,1,3,0,2,1,0,-0.0271353082875468,-0.0767865088109982,0.0225158922359045
5,704.41,1,0,1,1,3,1,0,-0.00270784777737989,-0.0170364142813013,0.0116207187265415
5,123.83,1,0,3,0,2,1,0,-0.00502384930376756,-0.0371816677017963,0.0271339690942612
4,192.08,1,0,3,0,1,0,0,-0.00217503505697996,-0.010191537024359,0.00584146691039906
10,137.4,1,0,3,0,1,1,0,-0.00408425559273631,-0.0192808616612103,0.0111123504757377
9,100.86,1,0,3,0,1,1,0,-0.00343116569236361,-0.0155837581686019,0.00872142678387468
1,151.45,0,1,3,1,2,1,0,7.79845243674545e-05,-0.00723571213799684,0.00739168118673175
2,137.28,1,0,3,0,1,0,0,-0.0307314147596385,-0.114638243141022,0.053175413621745
11,71.49,1,0,3,0,2,1,0,-0.0136421851606203,-0.0370900810748456,0.00980571075360507
1,1138.61,1,1,3,1,3,0,0,0.00122637516238981,-0.00725589718933195,0.00970864751411157
4,353.49,0,1,3,0,3,0,0,0.00111842458621901,-0.0164899624426518,0.0187268116150899
11,95.56,1,0,3,1,2,0,0,0.00564163915109043,-0.00975930751705391,0.0210425858192348
2,628.78,1,0,3,1,1,0,0,0.0460656890945154,-0.0151227431465279,0.107254121335559
2,688.76,1,0,3,1,1,1,0,-0.000979878604692635,-0.0283678162353604,0.0264080590259751
4,66.42,1,0,3,0,1,0,0,-0.0038487210324124,-0.0129586822160642,0.00526124015123942
6,114.7,0,1,3,1,2,1,0,0.00288627956093184,-0.0122433748970277,0.0180159340188914
6,29.99,1,0,1,0,1,0,0,0.000661406411763332,-0.00465008581294296,0.00597289863646963
3,394.57,1,0,3,0,1,1,0,-0.000509190687032932,-0.00340229995659132,0.00238391858252545
1,583.05,1,0,3,1,3,1,0,0.00654544346320545,-0.00949681804830871,0.0225877049747196
11,29.99,1,0,3,1,2,0,0,-0.000203675485484867,-0.00611595891636947,0.00570860794539973
3,284.05,0,1,1,1,2,1,0,-0.00252552026899072,-0.015607337764608,0.0105562972266266
9,29.99,1,0,3,0,2,0,0,-0.000468495653508751,-0.00666964979019214,0.00573265848317464
10,161.01,0,1,3,1,1,0,0,0.0155987970547731,-0.0267820724532987,0.0579796665628448
12,189.48,0,1,3,0,1,0,0,0.0381708617741422,-0.0376624223642969,0.114004145912581
10,29.99,0,1,3,1,1,1,0,0.0557296618557037,-0.0188537088160743,0.130313032527482
4,306.41,0,1,1,0,2,1,0,-9.76997851700765e-06,-0.0548482276639027,0.0548286877068687
6,377.25,1,0,3,0,2,0,0,-0.000416761146701963,-0.00316467091426301,0.00233114862085908
8,182.66,0,1,3,1,1,0,0,0.0165720229877144,-0.0183002080272294,0.0514442540026582
6,147.03,0,1,3,1,2,1,0,0.0194643963590956,-0.0225743272710004,0.0615031199891917
5,29.99,1,0,3,0,2,0,0,0.015657010498144,-0.0330129147041036,0.0643269357003916
10,67.57,1,0,1,1,1,0,0,-0.000474718639373944,-0.00505506497696985,0.00410562769822197
9,141.17,1,0,3,1,1,1,0,0.000144859860707338,-0.00534554162232058,0.00563526134373526
11,100.03,1,0,1,1,1,0,0,-0.000303297149842514,-0.00567819132962457,0.00507159702993954
8,120.88,0,1,3,0,1,1,0,0.00112954908527057,-0.00899974232723819,0.0112588404977793
10,112.61,1,0,3,0,2,1,0,0.000430811458849646,-0.00316685614059876,0.00402847905829805
7,287.14,0,1,3,0,1,0,0,0.0910767830462292,0.0186827180747758,0.163470848017683
7,371.09,0,1,3,0,2,0,0,0.00863748370077666,-0.0519001879457866,0.0691751553473399
6,195.27,0,1,3,0,2,0,0,0.00174401997838974,-0.00560267620797187,0.00909071616475134
4,29.99,1,0,3,1,1,1,0,0.00408447009269568,-0.00495933770353402,0.0131282778889254
6,52.04,0,1,3,0,2,1,0,-0.000623770783113684,-0.081815600583027,0.0805680590167996
2,465.14,0,1,1,0,1,1,0,-0.0220954141078898,-0.0610218799478251,0.0168310517320455
8,128.47,1,0,3,0,1,1,0,-0.00226524813562501,-0.0141700885958713,0.00963959232462124
3,264.18,0,1,3,0,2,0,0,-0.0152972319847944,-0.045074751542423,0.0144802875728342
3,600.3,1,0,3,1,3,1,0,0.000122999368463773,-0.00674375250750515,0.00698975124443269
6,29.99,0,1,3,0,2,0,0,0.0174302675632006,-0.0375707261718301,0.0724312612982314
10,112.47,1,0,3,1,2,1,0,0.001929548671437,-0.00680632700074181,0.0106654243436158
3,118.09,1,0,3,0,1,1,0,-0.00244041158760283,-0.00951977494035196,0.0046389517651463
9,29.99,0,1,3,1,2,1,0,0.00068056975722587,-0.0037804207054985,0.00514156021995024
2,258.95,1,0,3,0,3,0,0,-0.00871341749447703,-0.0251943540594438,0.00776751907048976
11,474.22,0,1,3,1,1,0,0,-0.00246460932573744,-0.0216612276486968,0.0167320089972219
8,217.94,1,0,1,1,2,1,0,0.0371048247822618,-0.0322071460488629,0.106416795613387
10,29.99,0,1,3,0,2,1,0,-0.0271353082875468,-0.0767865088109982,0.0225158922359045
9,29.99,0,1,3,0,1,1,0,0.000430558316564182,-0.000860217746400937,0.0017213343795293
8,193.69,1,0,3,1,2,1,0,0.109596243956868,-0.0308568367633672,0.250049324677102
2,466.72,1,1,3,0,2,1,0,-0.0571055083292492,-0.18412587430829,0.0699148576497921
9,106.97,0,1,3,1,2,1,0,0.00708810227873541,-0.00401360965033792,0.0181898142078087
7,29.99,1,0,1,1,1,1,0,0.0122536432001179,-0.0198447802555705,0.0443520666558063
5,148.87,0,1,3,1,2,0,0,0.0155972613308522,-0.0241322991757081,0.0553268218374126
2,805.31,1,1,3,1,3,1,0,0.0166891665901275,-0.0262549229668422,0.0596332561470971
3,194.69,0,1,3,0,2,1,0,-0.00288271046623002,-0.0126424134414421,0.00687699250898204
11,38.71,0,1,3,1,1,0,0,0.00218090619674028,-0.00658799213000443,0.010949804523485
9,57.01,1,0,3,0,2,0,0,0.0163515917319531,-0.0588698965037324,0.0915730799676387
4,146.61,0,1,3,0,1,1,0,-0.000113094300585516,-0.00165968851367915,0.00143349991250812
10,29.99,1,0,1,1,2,1,0,-0.00105834429432366,-0.00663011960106421,0.00451343101241689
7,347.59,1,0,3,1,2,0,0,0.00107700455417238,-0.0043281065331659,0.00648211564151067
2,267.29,1,1,3,0,3,0,0,-0.00168369327333569,-0.0134308519744677,0.0100634654277964
4,619.38,0,1,3,1,3,0,0,-0.00984204790231554,-0.0643033230913313,0.0446192272867002
