"recency","history","mens","womens","zip_code_enc","newbie","channel_enc","W","Y","tau_hat","tau_lower","tau_upper"
7,489.49,1,0,1,1,2,0,1,0.0785687214161121,-0.000570929624291852,0.157708372456516
1,352.99,1,0,3,0,2,1,0,-0.0140939716650246,-0.108183961814187,0.0799960184841381
1,331.21,1,0,1,1,1,0,0,-0.103226643749081,-0.219414634104566,0.0129613466064052
9,29.99,0,1,3,1,2,0,0,0.124255866887723,-0.0621563945635045,0.310668128338951
8,212.27,0,1,3,1,3,1,0,0.0800025268799169,-0.0903647990055877,0.250369852765422
4,186.97,1,0,3,1,2,0,0,-0.0990755231774976,-0.223644884467466,0.0254938381124714
6,29.99,0,1,3,1,1,1,0,0.0441167654040246,0.00344279597122377,0.0847907348368255
4,78.96,0,1,3,1,1,0,0,0.0300046484950129,-0.0547514900591784,0.114760787049204
3,314.67,1,0,1,1,2,0,0,0.011372098854064,-0.205736483013276,0.228480680721404
4,72.38,1,0,1,1,2,1,1,0.0849990733268924,-0.0221225156184193,0.192120662272204
8,59.95,1,0,3,0,1,0,0,0.0404167967052476,-0.0584803455553465,0.139313938965842
9,257.6,1,1,3,1,1,0,0,0.169953509274676,0.00555029766267823,0.334356720886674
9,174.64,0,1,3,1,2,0,0,0.0639018777069351,-0.0264250978660105,0.154228853279881
1,817.36,1,1,3,1,1,1,1,0.19204256532563,-0.0267670672106824,0.410852197861943
10,85.31,1,0,3,0,2,0,0,0.015807630356289,-0.147912134011825,0.179527394724403
8,56.17,1,0,3,0,1,0,0,-0.0179367275931512,-0.0780907835844946,0.0422173283981923
12,618.13,1,1,3,1,1,0,0,0.0830065204840263,-0.152331215813755,0.318344256781808
6,29.99,0,1,1,1,1,0,0,0.00171884164037661,-0.169608006395215,0.173045689675968
5,153.22,0,1,3,0,1,0,0,0.0732520325750756,-0.148814325548897,0.295318390699048
3,187.74,0,1,3,0,1,0,0,0.0249297706754957,-0.0827800678862132,0.132639609237204
3,105.08,1,0,1,0,1,0,0,-0.122680458947231,-0.277008343588276,0.0316474256938145
2,61.34,1,0,1,1,2,0,0,-0.0170375752488326,-0.180180358267814,0.146105207770148
10,363.14,0,1,1,0,2,1,0,0.143867374083136,-0.102229995067834,0.389964743234106
12,640.99,1,1,3,1,2,1,0,0.108385462948213,-0.12348200448013,0.340252930376555
2,675.96,0,1,3,1,1,0,0,-0.0634990794801039,-0.229646575698311,0.102648416738103
11,29.99,1,0,3,1,1,1,0,0.00820441876361654,-0.00912988675639134,0.0255387242836244
2,103.33,1,0,1,1,1,0,0,0.0488587219577278,-0.0729556411117804,0.170673085027236
2,185.06,0,1,1,0,2,0,1,-0.0828371818233041,-0.223228747033451,0.057554383386843
2,102.13,0,1,3,0,2,0,0,0.146170059882758,0.0485340355001894,0.243806084265326
10,399.28,1,0,3,0,2,0,0,0.100446384926487,-0.0200412936505496,0.220934063503523
8,29.99,1,0,1,1,1,0,0,0.114136323114074,-0.15577612022633,0.384048766454478
9,61.56,1,0,3,0,1,1,0,0.0345979574372402,-0.0480996170973567,0.117295531971837
1,399.54,1,0,3,0,1,1,1,0.0180578356900995,-0.179958756807228,0.216074428187426
2,384.1,0,1,3,0,2,0,0,0.0174822857573139,-0.229633743890724,0.264598315405352
12,800.37,0,1,3,1,3,1,0,0.111658026943867,-0.0682396971179728,0.291555751005707
9,63.35,0,1,3,1,2,0,0,0.0310830439812186,-0.0994497562211609,0.161615844183598
9,29.99,1,0,3,1,1,0,0,0.00441646864105593,-0.00217690480486809,0.0110098420869799
9,89.72,0,1,3,1,2,0,0,0.125637110319604,0.00261218168307377,0.248662038956133
3,431.62,0,1,3,0,3,0,0,0.123797579026601,-0.0201489076179854,0.267744065671188
6,218.62,1,0,3,0,2,0,0,-0.0170631432129269,-0.139709481221543,0.105583194795689
2,126.49,0,1,3,0,2,0,0,-0.048811044688304,-0.205661577821681,0.108039488445073
10,101.85,0,1,3,0,2,1,0,0.104484217544408,0.0215965515896257,0.187371883499191
5,60.68,0,1,3,1,1,1,0,0.103030197198352,0.0442534796426008,0.161806914754103
1,828.72,1,0,3,1,2,1,0,-0.0305570141790999,-0.110939925391627,0.0498258970334268
5,29.99,0,1,1,1,2,1,0,-0.0358518353065659,-0.27432631105303,0.202622640439898
8,203.51,1,0,3,0,1,1,0,0.0103199381890026,-0.108570211003829,0.129210087381835
1,166.13,1,0,3,1,2,1,0,0.041359671524424,-0.21380013753156,0.296519480580408
1,60.03,1,0,3,0,2,1,0,0.0672868339830271,-0.109089241745219,0.243662909711273
1,303.56,1,1,3,0,2,1,0,0.306836460199924,0.189031528504972,0.424641391894876
8,187.69,1,0,3,0,2,1,0,-0.0159699669485043,-0.128295025363803,0.0963550914667941
10,89.7,1,0,3,0,2,0,0,-0.0138680312530343,-0.127994403480695,0.100258340974627
1,660.76,0,1,1,1,3,1,1,0.0906554381804429,-0.052380927559968,0.233691803920854
6,78.76,0,1,1,1,1,0,0,0.0453625143224873,-0.065099803718298,0.155824832363273
11,150.37,0,1,3,0,2,1,0,-0.0600612820064611,-0.17285000204156,0.0527274380286376
11,29.99,1,0,3,1,1,1,0,0.00820441876361654,-0.00912988675639134,0.0255387242836244
4,273.11,0,1,3,1,3,1,0,0.0776190092362261,-0.161077332922557,0.316315351395009
2,47.65,0,1,3,1,2,1,0,0.137143074056995,-0.0242632942299145,0.298549442343904
9,228.73,0,1,3,1,3,1,0,0.0745925958419277,-0.0554744817223378,0.204659673406193
9,245.02,0,1,3,0,1,1,1,-0.0860971579988593,-0.320507902362292,0.148313586364574
10,619.3,1,1,3,1,2,1,0,0.0519256275797817,-0.0530236548463202,0.156874910005884
3,366.16,0,1,1,0,1,0,0,-0.0369774570392081,-0.271285656717689,0.197330742639272
3,776.74,1,1,3,1,2,1,0,0.0614241681355198,-0.103339872141234,0.226188208412273
10,215.94,0,1,3,0,1,0,0,0.118612568701954,-0.0873471007197114,0.32457223812362
7,151.02,1,0,3,0,1,1,0,0.0915462250414933,-0.0835639683297903,0.266656418412777
12,160.04,0,1,3,0,2,1,0,-0.12121436604822,-0.323860486292649,0.0814317541962087
2,226.43,0,1,3,1,1,0,0,0.0342740855640621,-0.084964686501455,0.153512857629579
11,42.38,0,1,1,1,2,0,0,0.179807861865371,0.0360651180489057,0.323550605681836
2,175.19,1,0,3,1,1,1,1,0.0603982825113066,-0.0444066057793407,0.165203170801954
5,315,0,1,3,0,2,1,0,0.122371651147658,0.00563248612740486,0.239110816167911
3,692.51,1,1,3,1,1,0,0,-0.0553969592145085,-0.324381240501219,0.213587322072202
11,45.6,1,0,1,1,2,0,0,0.0104678172959012,-0.181545498003379,0.202481132595181
11,131.79,0,1,3,0,1,0,0,0.0312761963367529,-0.00858161019612633,0.0711340028696322
1,681.21,1,1,3,1,2,0,0,0.0714363246459946,-0.0266699086944947,0.169542557986484
5,40.38,0,1,3,0,2,0,0,0.0663382861023139,-0.204919371944418,0.337595944149046
9,29.99,1,0,3,0,2,1,0,-0.0416091231717722,-0.183136773214818,0.099918526871274
5,185.45,0,1,3,0,2,1,1,0.0419768329339304,-0.111648456112658,0.195602121980519
2,557.85,0,1,3,1,2,0,0,0.116413583010467,-0.0743786840454742,0.307205850066408
6,212.65,1,0,3,1,1,1,0,-0.00388605958646237,-0.053999958726422,0.0462278395534972
3,863.3,1,1,3,1,1,1,0,-0.0372059392927011,-0.265029685820037,0.190617807234635
3,649.19,1,0,3,1,2,1,0,-0.0502499893348513,-0.229643517596309,0.129143538926607
3,836.06,1,0,3,1,2,0,1,-0.0634739336344113,-0.246310845818617,0.119362978549795
7,41.2,1,0,3,0,2,1,0,0.0340025289585441,-0.0612265669132335,0.129231624830322
4,29.99,0,1,3,1,1,1,0,0.205311802136064,0.00523005840133001,0.405393545870799
1,219.77,0,1,3,1,2,1,0,0.000226106444213864,-0.0617134601080982,0.0621656729965259
4,398.76,1,1,3,0,2,1,0,-0.0275613421811955,-0.151251303046399,0.0961286186840076
1,143.39,1,0,1,1,1,0,0,0.0594119929052852,-0.118605057749294,0.237429043559864
4,967.65,0,1,3,1,3,0,0,0.120130528667173,-0.0467823674740331,0.287043424808379
5,992.46,1,0,3,1,3,0,0,0.00789625092461918,-0.0969270232308201,0.112719525080058
7,110.46,1,0,3,0,2,0,0,-0.0878908175590015,-0.337671542648581,0.161889907530578
10,67.82,1,0,3,0,2,0,0,0.00805051139309286,-0.103164068540714,0.119265091326899
8,154.93,1,0,3,0,2,0,0,0.0561837543083921,-0.104712615657727,0.217080124274512
1,155.17,0,1,1,1,1,0,0,0.044426986882199,-0.0729632759299693,0.161817249694367
10,174.47,1,0,3,0,2,1,1,0.118665300866215,-0.0792079866964837,0.316538588428915
8,340.78,1,0,1,0,2,1,0,0.026671334224892,-0.109335537780713,0.162678206230497
2,847.87,0,1,3,1,2,0,0,0.0372349073371833,-0.0810456654207694,0.155515480095136
1,243.64,0,1,3,1,2,1,0,-0.0205633459931603,-0.139142199936033,0.0980155079497124
9,70.86,1,0,1,0,2,0,0,0.0466214463020051,-0.147617442738781,0.240860335342791
2,382.97,0,1,1,1,1,0,0,0.0223668631564996,-0.0695653699011599,0.114299096214159
1,171.2,0,1,3,0,2,1,0,0.0453926847973985,-0.232827922450989,0.323613292045786
2,519.96,1,1,3,1,1,1,0,0.0728830556489313,-0.0995703523347659,0.245336463632628
1,236.7,0,1,3,0,2,1,0,0.00935957753880878,-0.147031583326405,0.165750738404022
2,114.35,1,0,3,0,2,0,0,0.133915774804584,-0.081476141028288,0.349307690637455
6,132.49,0,1,1,1,2,0,0,0.130542121031453,0.0297797073084888,0.231304534754418
4,423.67,1,0,3,0,3,0,0,0.0421432314389023,-0.103160566899875,0.187447029777679
2,940.6,1,1,3,1,2,1,0,0.0413928687888829,-0.126483083425018,0.209268821002784
4,270.26,0,1,1,1,2,1,1,0.0801459404212725,-0.0670149945133129,0.227306875355858
2,295.7,1,1,3,0,1,1,1,0.0187383752986475,-0.292486937076061,0.329963687673356
1,519.62,1,0,3,1,3,0,0,0.0387435936520183,-0.0241448608717497,0.101632048175786
8,632.58,1,1,3,1,3,0,0,0.123818510873345,-0.0298214400147378,0.277458461761428
9,40.35,0,1,1,1,2,1,1,0.120843368995443,0.00561170973410595,0.236075028256779
5,58.32,1,0,3,1,1,1,0,0.0293710921276985,-0.0298273942463202,0.0885695785017172
1,35.61,1,0,3,0,1,1,0,0.00013437477244418,-0.109246583984355,0.109515333529243
1,177.71,1,0,3,1,1,1,0,-0.044224000934895,-0.272037069606516,0.183589067736725
2,464.33,0,1,3,0,2,0,1,-0.131768431963719,-0.344531831158883,0.0809949672314458
2,773.55,1,1,1,1,3,1,1,0.138076470422247,-0.117647449060033,0.393800389904527
9,75.55,1,0,3,0,2,0,0,0.0857928771799603,-0.0444927854682658,0.216078539828186
9,65.3,0,1,1,1,2,0,0,0.104082774852072,0.0174540547402998,0.190711494963844
5,75.36,0,1,3,1,1,1,0,0.100154367750533,-0.0296683046553683,0.229977040156433
10,33.77,0,1,1,1,2,0,0,0.153083903908371,-0.0145226974292124,0.320690505245954
1,228.18,0,1,3,1,1,1,0,0.0147576884458742,-0.110166668237683,0.139682045129432
10,35.55,0,1,3,1,1,1,0,0.0181777477705339,-0.0773732581866612,0.113728753727729
10,70.09,0,1,3,1,1,0,0,0.0406695097989647,-0.0286451941756052,0.109984213773535
9,162.11,0,1,1,1,1,1,0,0.125015980600384,-0.071116403588123,0.321148364788891
10,269.63,1,1,3,0,3,1,0,0.00782183300168738,-0.0761622743916598,0.0918059403950346
3,63.12,0,1,3,0,2,1,0,0.0364648411022639,-0.0945285829733347,0.167458265177863
1,240.12,0,1,1,1,3,1,0,0.0328114309347057,-0.055938332475628,0.121561194345039
3,542.46,0,1,1,1,3,1,0,-0.0214762954172802,-0.285212112511931,0.242259521677371
3,260.49,1,0,3,1,2,1,0,0.0886024316452046,-0.0288621200377616,0.206066983328171
6,29.99,0,1,3,0,1,0,0,0.132217208141244,-0.144572618108144,0.409007034390632
12,38.94,0,1,3,1,2,1,0,0.109478897539062,-0.000975431620424919,0.219933226698549
9,552.8,1,1,3,1,1,1,0,0.130610535721056,0.0184846517180581,0.242736419724054
2,111.47,0,1,3,0,1,0,0,-0.0250570664848391,-0.147002538265202,0.096888405295524
3,90.69,0,1,3,1,1,0,0,-0.0229674959920054,-0.248727101814998,0.202792109830988
1,63.63,0,1,3,1,1,0,0,-0.0275857991248266,-0.278056864012719,0.222885265763066
11,208.17,0,1,3,1,1,0,0,0.0349016897183912,-0.0890202985365422,0.158823677973325
9,137.38,1,0,1,0,2,0,0,-0.0166676260838516,-0.15606598923102,0.122730737063317
12,349.09,0,1,3,0,2,0,0,0.34874019546137,0.197932014669214,0.499548376253527
1,667.1,0,1,1,1,2,0,1,-0.00631499648075092,-0.173271455477624,0.160641462516122
10,223.78,1,1,3,0,1,1,0,0.0965398260789157,-0.0922062755695117,0.285285927727343
3,237.46,1,1,1,0,2,0,1,0.0262574930201716,-0.113557063774794,0.166072049815137
5,197.85,0,1,1,0,2,1,0,0.0985634396284613,-0.0019294076444611,0.199056286901384
3,33.73,0,1,3,1,1,1,0,0.119675230115544,0.0312218358086389,0.20812862442245
9,651.19,0,1,3,1,1,0,0,0.093435546248517,-0.0466863507239332,0.233557443220967
4,299.2,0,1,1,1,2,0,0,-0.0120715121438386,-0.150077335305796,0.125934311018119
2,304.62,0,1,3,0,1,1,0,0.0471758101417654,-0.100615161945781,0.194966782229312
3,420.78,1,0,3,0,2,1,1,0.00764253681427998,-0.195780179172679,0.211065252801239
4,291.77,1,0,3,0,3,0,0,-0.00351163789742271,-0.142822006903781,0.135798731108935
4,89.72,1,0,1,1,1,1,0,0.0321565338346349,-0.0586197656074327,0.122932833276702
11,176.08,0,1,1,0,1,1,0,0.0768802487578808,-0.0178545312029572,0.171615028718719
4,29.99,1,0,3,0,2,1,0,0.018462747823343,-0.255557379857337,0.292482875504023
10,132.23,1,0,3,1,2,1,0,-0.0290008540321163,-0.0976235256909886,0.0396218176267561
10,472.41,1,1,3,1,1,1,0,0.0442377034613874,-0.142749323050548,0.231224729973322
6,29.99,1,0,3,0,2,0,0,0.0710489384586877,-0.100491262238572,0.242589139155948
8,237.56,1,0,3,0,2,0,1,0.0249116507561169,-0.114668128749097,0.164491430261331
4,118.06,0,1,3,0,2,1,0,0.020648595658973,-0.0631269373564639,0.10442412867441
4,348.53,0,1,3,0,3,0,0,0.0721465091702673,-0.00833463804986771,0.152627656390402
6,98.47,1,0,3,1,1,0,0,0.0183420512428596,-0.0240648966860911,0.0607489991718103
3,478.95,1,0,3,0,2,1,0,0.0988044533127695,-0.13570117212206,0.333310078747599
3,76.88,0,1,3,1,1,1,0,0.0189152897450074,-0.159708804185213,0.197539383675227
8,78.67,1,0,1,0,1,0,0,0.0151616239635679,-0.20185156749686,0.232174815423996
6,415.38,1,0,3,0,3,0,0,0.186017021005581,-0.0786564246265642,0.450690466637727
10,29.99,0,1,1,0,1,1,1,0.0402520944794399,-0.0415357141839983,0.122039903142878
10,175.09,0,1,3,0,1,1,0,0.141423023976223,-0.182192462781858,0.465038510734305
11,34.67,1,0,3,0,1,0,0,0.0387845815913169,-0.0619084917936047,0.139477654976238
4,51.94,0,1,3,1,1,1,0,0.105900236816545,-0.0217347148148475,0.233535188447937
4,29.99,1,0,3,1,1,1,0,-0.0131601960704753,-0.0977800007445274,0.0714596086035768
6,29.99,1,0,3,1,1,1,0,0.0603745013312596,-0.078917532699458,0.199666535361977
10,289.05,0,1,3,1,2,0,0,-0.00809793921420854,-0.0847656430624927,0.0685697646340756
8,105.98,0,1,1,1,1,0,0,0.0408667191841787,-0.0458802037647444,0.127613642133102
5,676.24,1,1,3,1,2,0,0,-0.0511319115160938,-0.193430028840274,0.0911662058080864
3,50.89,1,0,3,1,2,1,0,-0.0449510888255141,-0.178167294339215,0.0882651166881863
3,235.66,0,1,3,1,1,0,0,0.0100084487103502,-0.135224997713948,0.155241895134648
4,157.57,0,1,1,1,2,1,0,0.0330878929118249,-0.0675415592608474,0.133717345084497
10,29.99,0,1,3,0,2,1,0,0.0221695723659681,-0.118234340633941,0.162573485365877
5,704.41,1,0,1,1,3,1,0,0.0465256118176999,-0.166542944040864,0.259594167676264
5,123.83,1,0,3,0,2,1,1,-0.0575349122909743,-0.210861373171601,0.0957915485896528
4,192.08,1,0,3,0,1,0,1,-0.0625731525307841,-0.213762456508055,0.0886161514464872
10,137.4,1,0,3,0,1,1,0,0.00911324457253864,-0.0410096755000489,0.0592361646451262
9,100.86,1,0,3,0,1,1,0,-0.00146070249016221,-0.0852138353155282,0.0822924303352038
1,151.45,0,1,3,1,2,1,0,0.0659703921208076,-0.114189298462398,0.246130082704013
2,137.28,1,0,3,0,1,0,0,-0.124019095012481,-0.307467210347629,0.0594290203226674
11,71.49,1,0,3,0,2,1,0,-0.0147619661853015,-0.202497251879047,0.172973319508444
1,1138.61,1,1,3,1,3,0,0,-0.119143121949755,-0.300869370321265,0.0625831264217561
4,353.49,0,1,3,0,3,0,0,0.0767821205376377,-0.0131286678918207,0.166692908967096
11,95.56,1,0,3,1,2,0,0,0.0165653965302347,-0.144201963224212,0.177332756284681
2,628.78,1,0,3,1,1,0,0,-0.0622642938167615,-0.2460549962763,0.121526408642777
2,688.76,1,0,3,1,1,1,1,0.027071811101318,-0.130275706970336,0.184419329172972
4,66.42,1,0,3,0,1,0,0,0.107998626686385,0.0355430692176207,0.180454184155149
6,114.7,0,1,3,1,2,1,1,0.0509684238451643,-0.021150758662768,0.123087606353096
6,29.99,1,0,1,0,1,0,1,0.0350305267321996,-0.103309811690313,0.173370865154712
3,394.57,1,0,3,0,1,1,0,-0.031485342829203,-0.267785897556338,0.204815211897932
1,583.05,1,0,3,1,3,1,1,0.0217841018461125,-0.0914003038756777,0.134968507567903
11,29.99,1,0,3,1,2,0,0,0.00709146337618489,-0.0307839714686678,0.0449668982210375
3,284.05,0,1,1,1,2,1,0,0.0179127003909595,-0.143536800893351,0.17936220167527
9,29.99,1,0,3,0,2,0,0,-0.0416091231717722,-0.183136773214818,0.099918526871274
10,161.01,0,1,3,1,1,0,0,0.0552454367846424,-0.092188791639062,0.202679665208347
12,189.48,0,1,3,0,1,0,0,-0.0576082166909861,-0.249737775843,0.134521342461027
10,29.99,0,1,3,1,1,1,0,0.101335096866678,-0.00165114700760624,0.204321340740963
4,306.41,0,1,1,0,2,1,0,-0.128626366200132,-0.420747984705014,0.16349525230475
6,377.25,1,0,3,0,2,0,0,0.00538043764059931,-0.154574506973243,0.165335382254442
8,182.66,0,1,3,1,1,0,0,0.0834496163110648,0.00981582125528729,0.157083411366842
6,147.03,0,1,3,1,2,1,0,0.111390925048036,0.0259377339493842,0.196844116146688
5,29.99,1,0,3,0,2,0,0,0.0270603527672366,-0.237148097097776,0.291268802632249
10,67.57,1,0,1,1,1,0,0,0.053555020713839,-0.111304824483791,0.218414865911469
9,141.17,1,0,3,1,1,1,0,0.0156122869011836,-0.0576946003500535,0.0889191741524207
11,100.03,1,0,1,1,1,0,0,-0.0192985495313911,-0.135262426869202,0.0966653278064194
8,120.88,0,1,3,0,1,1,0,-0.00181748527035115,-0.119571448074334,0.115936477533632
10,112.61,1,0,3,0,2,1,0,0.0439054930578741,-0.182593462974589,0.270404449090337
7,287.14,0,1,3,0,1,0,0,0.161782077346346,0.0435469406626777,0.280017214030013
7,371.09,0,1,3,0,2,0,0,0.0733367780040105,-0.242491857519148,0.389165413527169
6,195.27,0,1,3,0,2,0,0,-0.00055229328941469,-0.199782460524357,0.198677873945528
4,29.99,1,0,3,1,1,1,0,-0.0131601960704753,-0.0977800007445274,0.0714596086035768
6,52.04,0,1,3,0,2,1,0,0.0995333158962396,-0.0576699759273759,0.256736607719855
2,465.14,0,1,1,0,1,1,0,0.00565083308382439,-0.101086353723881,0.11238801989153
8,128.47,1,0,3,0,1,1,0,0.0281000280015804,-0.141225105058542,0.197425161061703
3,264.18,0,1,3,0,2,0,1,0.0604264073292535,-0.188665254414053,0.30951806907256
3,600.3,1,0,3,1,3,1,1,-0.11352825956983,-0.283383571508316,0.0563270523686561
6,29.99,0,1,3,0,2,0,1,0.0942458157083991,-0.15070248971994,0.339194121136738
10,112.47,1,0,3,1,2,1,0,0.0296364981121183,-0.0567953766698521,0.116068372894089
3,118.09,1,0,3,0,1,1,0,-0.0249296621021109,-0.141723901008228,0.0918645768040058
9,29.99,0,1,3,1,2,1,0,0.124255866887723,-0.0621563945635045,0.310668128338951
2,258.95,1,0,3,0,3,0,0,0.0355151427378786,-0.0764717624473423,0.147502047923099
11,474.22,0,1,3,1,1,0,0,0.159478198532703,0.0143556599301059,0.3046007371353
8,217.94,1,0,1,1,2,1,0,0.00934482883383592,-0.194566601633739,0.213256259301411
10,29.99,0,1,3,0,2,1,0,0.0221695723659681,-0.118234340633941,0.162573485365877
9,29.99,0,1,3,0,1,1,0,0.0919720522066725,0.0107245906122028,0.173219513801142
8,193.69,1,0,3,1,2,1,0,0.0725018840878025,-0.0336343949098664,0.178638163085472
2,466.72,1,1,3,0,2,1,0,-0.0287792940422676,-0.168129426497129,0.110570838412594
9,106.97,0,1,3,1,2,1,0,0.153840194488462,-0.0618834949847397,0.369563883961664
7,29.99,1,0,1,1,1,1,0,0.0900815827355862,0.00880246385385396,0.171360701617318
5,148.87,0,1,3,1,2,0,0,0.0735140698512664,-0.0895445321751034,0.236572671877636
2,805.31,1,1,3,1,3,1,0,-0.126575365954711,-0.42789181849821,0.174741086588789
3,194.69,0,1,3,0,2,1,0,0.0094942700023618,-0.111201662911707,0.130190202916431
11,38.71,0,1,3,1,1,0,0,0.0738205364902338,-0.000888529354051634,0.148529602334519
9,57.01,1,0,3,0,2,0,0,0.0572962688774087,-0.0443808422392289,0.158973379994046
4,146.61,0,1,3,0,1,1,1,0.0799502735514599,-0.109369524786547,0.269270071889467
10,29.99,1,0,1,1,2,1,0,0.00282778761502733,-0.272855296842001,0.278510872072055
7,347.59,1,0,3,1,2,0,0,0.106202984446367,-0.0482464463284503,0.260652415221184
2,267.29,1,1,3,0,3,0,0,0.069763363590888,-0.0765633474266309,0.216090074608407
4,619.38,0,1,3,1,3,0,0,-0.0404490149272568,-0.188337144784746,0.107439114930232
9,469.22,0,1,3,1,2,1,0,-0.0269047888274745,-0.14023542828589,0.0864258506309414
9,76.63,1,0,3,0,2,1,0,0.0942068093025125,-0.0691869666953878,0.257600585300413
12,29.99,1,0,1,0,1,0,0,0.122405918069382,-0.160007380948937,0.404819217087702
10,81.07,0,1,1,0,2,0,0,0.149527010516458,-0.0641492872288279,0.363203308261743
5,341.27,0,1,3,0,2,0,0,0.0628166743715466,-0.0927663979430883,0.218399746686182
9,333.54,1,1,3,0,1,1,0,0.0244015805009722,-0.15368178434163,0.202484945343575
1,66.62,0,1,1,1,1,1,0,-0.0893776981911025,-0.215554311093892,0.0367989147116866
5,44.37,0,1,3,0,2,0,0,0.0602895953003183,-0.0772379086321365,0.197817099232773
10,103.32,1,0,3,0,2,1,0,0.0196421239485709,-0.210452397562355,0.249736645459497
6,109.48,0,1,3,0,1,1,0,0.154187577171837,-0.0164819796358452,0.32485713397952
