"recency","history","mens","womens","zip_code_enc","newbie","channel_enc","W","Y","tau_hat","tau_lower","tau_upper"
9,29.99,1,0,3,0,1,0,0,0.129715721135212,-0.0300893700892369,0.28952081235966
1,29.99,1,0,1,1,1,0,0,0.0813785841871089,-0.0691877728324388,0.231944941206657
1,96.4,1,0,1,1,1,1,1,0.0897234006820844,-0.0645733615641755,0.244020162928344
9,370.94,1,1,3,0,3,1,0,0.101184512399345,-0.00850406713020492,0.210873091928896
6,258.59,1,1,3,1,3,0,0,0.078865559317575,-0.0981156128057851,0.255846731440935
2,572.19,0,1,3,1,3,1,1,0.0605655133154504,-0.133879764884725,0.255010791515626
6,29.99,1,0,3,1,1,0,0,0.0252610338961794,-0.0295034701081088,0.0800255379004676
11,95.75,0,1,3,0,1,0,0,0.105510573833696,-0.0227994017530556,0.233820549420447
8,176.46,1,0,3,0,1,0,0,0.0521077513699503,-0.147184707739052,0.251400210478953
11,318.61,1,0,1,0,2,0,0,0.122398913722947,0.0125928752875404,0.232204952158354
2,615.01,0,1,3,1,1,0,0,0.0413335558401711,-0.138305628346265,0.220972740026607
12,87,1,0,1,0,1,0,0,-0.0132243187161837,-0.231946936174206,0.205498298741839
10,106.16,1,0,3,1,1,0,1,0.0544684070792747,-0.0922469013688754,0.201183715527425
11,45.6,1,0,1,1,2,0,0,0.100201705119138,-0.0481002056954843,0.248503615933761
9,48.98,0,1,3,1,1,1,1,0.0371792671494324,-0.0233733101495604,0.0977318444484251
9,123.54,0,1,3,1,1,0,0,0.00205899143093288,-0.054895706622461,0.0590136894843267
3,623.89,1,1,3,1,2,0,0,0.0387226541428961,-0.0599607959847333,0.137406104270526
12,339.48,1,0,3,1,1,1,0,0.0837012709912896,-0.0516197641711082,0.219022306153687
1,150.18,0,1,1,0,2,1,0,0.0430638352904374,-0.157520625504325,0.2436482960852
3,32.45,1,0,3,0,2,0,1,0.13115066404828,-0.0477823516025399,0.310083679699099
12,215.64,0,1,3,0,3,1,0,0.10069440310407,0.0112864317907126,0.190102374417427
2,76.6,0,1,3,0,1,0,1,0.025171397684339,-0.113379629793035,0.163722425161713
10,277.36,1,1,3,0,1,0,0,0.120908965029561,0.0099083111504655,0.231909618908656
9,705.42,0,1,3,1,1,1,0,0.15305266572017,-0.0866400369856807,0.392745368426021
6,339.98,1,1,1,1,1,0,0,0.075059639963834,-0.0654190433789624,0.21553832330663
1,417.98,0,1,3,0,3,0,1,0.00210205781997879,-0.133706991534883,0.137911107174841
11,235.63,1,0,1,0,1,1,0,0.0908574646756246,-0.021024578618245,0.202739507969494
8,236.28,1,1,3,1,3,1,1,0.137015385386018,-0.0411084055277214,0.315139176299757
2,377.69,0,1,1,0,1,0,0,0.0545215432864489,-0.0483121371569227,0.15735522372982
5,992.46,1,0,3,1,3,0,0,0.12388081362965,-0.132736360501987,0.380497987761287
5,49.36,1,0,3,0,2,1,0,0.144723386215605,-0.0669612510307983,0.356408023462009
10,67.82,1,0,3,0,2,0,0,0.100810752946309,-0.0667718172884604,0.268393323181077
10,184.31,0,1,3,0,1,1,0,0.0344448381772114,-0.0955106586925994,0.164400335047022
2,173.87,1,0,3,1,1,1,0,0.16293247177284,0.0859121851389872,0.239952758406693
10,91.18,0,1,3,1,2,1,0,0.0416580593033022,-0.118190684052916,0.201506802659521
7,620.33,1,0,3,1,2,0,0,0.0591709680459186,-0.0457709721189953,0.164112908210832
1,152.01,0,1,3,0,2,1,0,0.158858377023675,-0.0866877163474303,0.40440447039478
6,323.18,1,0,3,1,2,1,0,0.0438187036608905,-0.133414623290608,0.221052030612388
2,1153.16,0,1,3,1,3,1,1,0.107356413357482,-0.10154173961641,0.316254566331373
3,252.92,0,1,3,0,1,1,0,-0.0693773485202236,-0.333646803674965,0.194892106634518
10,56.35,0,1,3,0,1,1,0,0.0896539578037841,-0.0358962884732269,0.215204204080795
5,115.7,1,0,1,0,1,0,1,0.0888270710050963,-0.0427029942653264,0.220357136275519
2,114.35,1,0,3,0,2,0,0,0.0421325950569762,-0.0518545525243006,0.136119742638253
6,132.49,0,1,1,1,2,0,0,0.136666817752316,-0.099589493600297,0.372923129104929
6,49.09,0,1,1,1,2,1,1,0.0966904701753302,-0.00751141877268534,0.200892359123346
2,62.34,0,1,3,1,1,0,0,0.0178956971230811,-0.0437128205921309,0.0795042148382931
5,119.83,0,1,1,0,1,0,0,0.0996347652963974,-0.0639076437360975,0.263177174328892
10,223.81,1,1,3,0,2,0,0,0.134973160999968,-0.0928708908359749,0.362817212835911
10,208.21,0,1,1,0,1,1,0,0.163559164018444,-0.0107684572427636,0.337886785279651
10,76.9,1,0,3,1,1,0,0,0.0754506255412787,0.0149316332244393,0.135969617858118
8,29.99,0,1,3,1,1,1,0,-0.00113104930331621,-0.151850207381745,0.149588108775113
8,632.58,1,1,3,1,3,0,0,0.0513767408894411,-0.173306269099871,0.276059750878753
5,38.14,0,1,3,0,2,1,0,0.0360450733058592,-0.238671005527704,0.310761152139422
9,29.99,1,0,3,1,2,0,0,0.0158209440838382,-0.0630067566952476,0.094648644862924
5,172.67,0,1,3,1,1,1,0,0.107984474034088,0.00360809854086566,0.21236084952731
6,224.79,0,1,3,1,1,0,0,0.0424978978650142,-0.0446334387602541,0.129629234490282
12,46.39,1,0,3,1,1,0,0,0.0713511440149513,-0.129716194382771,0.272418482412673
6,120.38,0,1,3,0,2,1,1,0.0999632630504839,0.0103875745107001,0.189538951590268
12,143.94,0,1,3,0,2,0,0,0.00450912999607392,-0.318932319590738,0.327950579582886
9,65.3,0,1,1,1,2,0,0,0.147209916998028,0.0143802594692607,0.280039574526796
6,62.85,1,0,3,1,2,1,0,0.0944397977548501,-0.0453513604166421,0.234230955926342
9,234.2,1,0,3,1,2,1,0,0.0766705660774991,-0.0872565287715125,0.240597660926511
10,60.87,1,0,3,0,2,1,0,0.0870163714559087,-0.108778652960679,0.282811395872497
10,29.99,0,1,1,1,1,1,0,-0.000694043078755349,-0.174239827401178,0.172851741243667
1,221.71,0,1,1,0,3,0,0,0.0334797368449004,-0.17122034909946,0.238179822789261
10,419.15,0,1,3,0,3,1,0,0.183888520452871,0.0624864186260963,0.305290622279645
6,142.99,1,0,3,1,2,1,0,-0.00711156845636305,-0.100661263060784,0.0864381261480577
3,290.5,0,1,1,0,2,0,1,0.0661994053141221,-0.0530285377789168,0.185427348407161
8,30.19,0,1,3,0,1,0,0,0.0100984970570987,-0.240446287884602,0.2606432819988
5,492.76,0,1,1,0,1,1,1,-0.0179990688872924,-0.157537762207918,0.121539624433334
10,44.27,0,1,3,0,1,1,0,0.199691300170187,-0.0451313619433518,0.444513962283726
4,98.5,0,1,3,0,1,0,0,0.0951751835989745,0.024797473639454,0.165552893558495
4,498.38,1,0,1,0,2,1,0,0.0346852488672936,-0.28933821441398,0.358708712148567
1,109.11,1,0,3,0,1,1,0,0.0235702024892601,-0.1751755893287,0.22231599430722
2,437.16,0,1,1,0,2,1,1,0.0714763350770717,-0.170326564116584,0.313279234270728
2,111.47,0,1,3,0,1,0,0,0.051216928271448,-0.0498205829103385,0.152254439453234
6,83.62,1,0,3,0,1,1,0,0.0355783223067666,-0.0483673983421867,0.11952404295572
2,29.99,0,1,1,0,1,1,0,0.0924220795228291,-0.227317774272941,0.412161933318599
2,176.99,1,0,1,1,1,1,0,0.18467452269654,0.0634827725059474,0.305866272887132
4,679.93,0,1,3,1,1,1,1,0.0230823834039044,-0.127356535812877,0.173521302620686
11,208.17,0,1,3,1,1,0,0,0.0761832463614292,-0.0667460845561549,0.219112577279013
7,45.97,0,1,3,1,1,0,0,0.0510327554978343,-0.054558657252195,0.156624168247864
1,814.98,1,1,3,1,1,0,0,0.126855793790503,-0.029136849644888,0.282848437225894
10,140.18,0,1,1,0,2,1,0,0.0587183602325784,-0.0561352517298767,0.173571972195034
7,499.66,0,1,3,0,2,0,1,0.0452423028340569,-0.0961967280470608,0.186681333715175
9,137.38,1,0,1,0,2,0,0,0.0994570867895962,-0.134729207143408,0.333643380722601
1,667.1,0,1,1,1,2,0,1,0.163884534366217,-0.0848589074082662,0.412627976140701
11,101.13,0,1,1,1,1,0,1,0.101582441082651,-0.105866819906609,0.309031702071911
2,195.18,0,1,3,0,2,1,0,0.0648069271264742,-0.0464461707710501,0.176060025023999
7,30.76,1,0,3,0,2,0,0,-0.0150707671697931,-0.29813503468131,0.267993500341724
2,735.3,1,1,3,1,1,0,0,0.278005195389045,0.160911836877603,0.395098553900487
11,35.06,1,0,3,0,2,1,0,0.121024424207435,-0.0645619088523967,0.306610757267266
2,195.6,1,0,3,0,2,1,0,0.154243234491551,-0.12363751743608,0.432123986419181
10,185.15,1,0,3,1,2,0,1,0.109590074020841,0.0210382103868381,0.198141937654844
2,103.57,1,0,3,0,1,1,1,0.0242210492602269,-0.0999025721225447,0.148344670642998
12,251.31,1,0,3,0,1,1,0,0.0538124736083626,-0.0495469797247953,0.15717192694152
7,53.97,1,0,1,1,1,1,0,0.0985037621419211,-0.0390146214106323,0.236022145694474
3,458.76,1,0,1,0,3,1,0,0.190156622960983,0.00769610885804595,0.37261713706392
9,260.63,1,1,3,0,2,1,0,-0.0429197728595589,-0.198823291451411,0.112983745732293
9,39.41,0,1,3,0,1,1,0,0.117371235693949,0.00948947406188194,0.225252997326016
7,36.5,1,0,3,0,1,1,0,-0.0197029026579497,-0.176241687826328,0.136835882510429
10,29.99,1,0,3,1,1,1,0,0.0692389981475818,-0.0339214588155606,0.172399455110724
4,245.79,0,1,3,0,2,1,0,0.16323238704553,0.0366866235188373,0.289778150572222
1,405.1,1,0,3,0,1,1,0,0.0790147584928566,-0.0423871478336637,0.200416664819377
9,108.15,0,1,1,0,1,0,0,0.0498378058518334,-0.0419492822409954,0.141624893944662
7,315.13,1,1,1,0,2,1,0,-0.0832574474884764,-0.236941585304738,0.070426690327785
3,173.87,0,1,3,1,2,0,0,0.0350396008201229,-0.0955751215463871,0.165654323186633
2,260.96,0,1,3,1,1,0,0,0.0463091378295682,-0.0881671391678351,0.180785414826971
3,95.16,1,0,3,0,1,0,0,0.0203743685530402,-0.102650225224144,0.143398962330224
9,256.59,1,1,3,1,2,1,0,0.0739781462729589,-0.066721064929691,0.214677357475609
5,77.3,1,0,3,1,2,1,0,0.10898494047763,0.0378474087743557,0.180122472180904
2,333.47,1,1,3,1,2,1,0,0.0785373468350213,-0.0654186857094105,0.222493379379453
4,230.37,0,1,3,0,2,1,0,-0.0364702644217012,-0.199949766816472,0.12700923797307
1,611.91,1,1,1,1,1,1,1,0.176549194340998,-0.0012450493985437,0.35434343808054
1,180.41,1,0,3,1,2,1,0,-0.0162631717416488,-0.14730225097718,0.114775907493883
9,60.35,1,0,3,1,1,1,0,0.148692959744276,0.0389896418981626,0.25839627759039
10,29.99,0,1,1,0,2,1,0,0.161441709636493,-0.0615720616209263,0.384455480893912
10,104.4,1,0,1,0,2,0,0,-0.00558856324380093,-0.254025240904856,0.242848114417255
11,86.15,1,0,3,0,1,0,0,0.0673943483657544,-0.0642969437034267,0.199085640434936
10,244.92,0,1,3,0,3,0,0,0.0721382305962307,-0.0572615714383598,0.201538032630821
3,241.8,0,1,3,1,2,0,0,0.217430963826348,0.0987437695487622,0.336118158103935
1,324.47,1,0,1,1,2,1,1,0.115087257565305,-0.0686653948885179,0.298839910019128
1,140.43,0,1,3,1,1,1,0,0.1220131582926,0.0325617730629417,0.211464543522258
12,287.91,0,1,1,1,2,0,0,0.0630317420015295,-0.0305885453939188,0.156652029396978
5,1526.68,1,1,3,1,1,1,0,0.123399535065273,-0.170730201387102,0.417529271517649
1,1138.61,1,1,3,1,3,0,0,-0.0133687810676536,-0.224333496307582,0.197595934172275
4,353.49,0,1,3,0,3,0,0,0.120274903159971,0.0150044057431649,0.225545400576777
12,475,0,1,3,0,1,1,0,0.0862410556755566,-0.172609817367828,0.345091928718942
11,355.57,0,1,3,0,2,1,0,0.072761414811299,-0.0225597682063122,0.16808259782891
11,77.67,0,1,3,0,1,0,0,-0.00304008893740028,-0.156521049743289,0.150440871868489
6,29.99,1,0,1,0,1,0,1,0.138995747064365,-0.0168937058650368,0.294885199993767
9,341.8,1,1,1,1,3,1,0,0.131533598672664,-0.171115085916379,0.434182283261707
4,189.99,1,0,1,0,2,0,1,0.181804679716861,0.0140625192665103,0.349546840167213
7,29.99,0,1,1,0,2,0,0,0.108798330600268,-0.152013540212823,0.36961020141336
5,146.41,1,0,3,1,1,0,0,-0.0578855691374925,-0.150811226610596,0.0350400883356112
10,76.7,1,0,3,1,2,1,0,0.0517677317600681,0.0105070573266522,0.093028406193484
1,679.53,1,0,3,1,3,0,0,0.0763361572924748,-0.179925573843784,0.332597888428734
5,29.99,1,0,3,0,1,0,0,0.0596598134646107,-0.206014871202398,0.32533449813162
3,977.51,1,1,3,1,2,0,0,0.246250352845515,0.060875842939468,0.431624862751562
1,601.44,1,1,3,1,2,1,0,0.208584591286912,-0.0923019499812937,0.509471132555117
10,29.99,0,1,3,0,2,1,0,0.103872457619569,-0.130881917575411,0.338626832814549
10,257.37,0,1,3,0,2,0,0,0.0687195541309996,-0.0920620626480562,0.229501170910055
7,108.31,0,1,3,0,1,1,1,0.123959538583013,-0.00893726981649387,0.256856346982519
1,400.33,1,0,3,0,3,0,0,0.155576088412437,0.0354497090291083,0.275702467795765
4,566.58,1,0,3,1,1,1,0,0.176200909824653,-0.0186760187933113,0.371077838442618
8,475.99,1,0,1,1,2,1,0,0.0182753696947455,-0.156948085960168,0.193498825349659
2,199.95,1,0,3,0,2,0,0,0.231165906719676,-0.0301505186452375,0.49248233208459
4,231.09,1,0,3,1,2,0,0,-0.00734043214957119,-0.276642157340364,0.261961293041222
12,32.21,1,0,3,0,2,1,0,0.0875073940556839,-0.00214768829685484,0.177162476408223
5,29.99,1,0,3,1,2,1,0,-0.257208175658961,-0.519003201318591,0.00458685000066889
1,1667.28,1,0,3,1,1,1,0,0.229823563238118,-0.0367617909563967,0.496408917432633
1,218.36,0,1,3,0,1,1,1,0.160352275355055,-0.0894725039010584,0.410177054611169
1,99.45,0,1,1,0,1,1,1,0.137036623526977,-0.0564053508067169,0.330478597860671
4,588.45,0,1,1,1,2,1,0,0.190628645243094,0.0311090475424381,0.350148242943749
9,366.81,0,1,3,1,1,0,0,0.0105652749680067,-0.0989876815038882,0.120118231439902
1,300.49,1,0,3,0,1,0,0,0.0422218936290872,-0.211907891034513,0.296351678292687
5,451.42,1,1,3,0,1,0,0,-0.000171531320886661,-0.137118147904341,0.136775085262568
6,169.3,0,1,1,1,1,1,1,0.0836809801963383,-0.033575228816789,0.200937189209466
8,540.57,1,1,3,1,2,0,0,0.0488808024372731,-0.134575593398592,0.232337198273138
11,162.07,0,1,1,0,2,1,0,-0.0792903181499406,-0.189633812236812,0.0310531759369308
2,229.85,1,1,3,1,2,0,0,0.0636825941619329,-0.140896978687288,0.268262167011154
11,474.22,0,1,3,1,1,0,0,0.0979189273043241,-0.065960733085647,0.261798587694295
6,441.59,1,0,1,0,3,1,0,0.176154297200326,-0.0440826389482319,0.396391233348883
3,29.99,0,1,3,1,1,1,0,0.0365003325523551,-0.00803380823506596,0.0810344733397761
2,48.43,1,0,1,0,2,1,1,-0.00729362718297513,-0.226875445869461,0.212288191503511
5,128.12,1,0,3,0,1,0,0,0.0367543558612269,-0.0929443694767214,0.166453081199175
10,29.99,1,0,3,1,2,1,0,0.104764926005641,-0.0860715274214135,0.295601379432696
9,128.77,1,0,3,0,2,1,1,0.0355299348009536,-0.0895032643749134,0.160563133976821
2,549.1,0,1,3,1,1,1,0,0.136483763240086,-0.0868432045261533,0.359810731006325
7,32.85,1,0,3,1,1,1,0,0.0199866431145053,-0.0295634323535459,0.0695367185825565
4,1096.45,0,1,3,1,2,1,0,0.120890127885298,-0.225867407754744,0.46764766352534
7,214.39,0,1,3,0,1,0,0,0.104473148764575,-0.00818315641804526,0.217129453947196
4,152.88,1,0,3,1,1,1,0,-0.0311947776967931,-0.213333580432841,0.150944025039255
2,1328.26,1,1,1,1,1,0,0,0.15077525911602,-0.147858151995645,0.449408670227686
8,111.06,0,1,3,1,2,0,0,0.0191067947601707,-0.0919383518726739,0.130151941393015
7,347.59,1,0,3,1,2,0,0,0.00656168674886821,-0.0860474744402199,0.0991708479379563
4,619.38,0,1,3,1,3,0,0,0.013231923772399,-0.0968192902371683,0.123283137781966
5,746.41,0,1,1,1,1,0,0,0.0580163112594061,-0.0617680055944465,0.177800628113259
9,29.99,1,0,1,0,2,0,0,0.0422624059558474,-0.22100782984188,0.305532641753575
2,368.19,0,1,3,0,3,1,0,0.0758000128892954,-0.0696236784839314,0.221223704262522
11,69.21,1,0,3,0,1,1,0,0.0177157754194331,-0.267512680408476,0.302944231247342
8,184.44,1,0,3,1,2,0,0,0.125316510627681,0.0174262670457038,0.233206754209659
5,44.37,0,1,3,0,2,0,0,0.0981860542291266,-0.0834562473895626,0.279828355847816
1,29.99,0,1,1,1,2,1,0,-0.00247416387956759,-0.0604153422153653,0.0554670144562301
5,53.81,0,1,3,0,2,1,0,0.0232426948473047,-0.0929909372525383,0.139476326947148
2,234,1,1,3,0,2,0,0,-0.0271828663796928,-0.276956955340133,0.222591222580747
2,930.75,1,1,3,1,2,0,0,0.234234500165777,-0.0181752099147508,0.486644210246304
2,200.3,1,0,3,1,1,0,1,0.213867098476253,-0.0349767469142946,0.462710943866801
1,547.24,1,1,3,1,3,0,0,0.141136708741277,-0.0339543033322039,0.316227720814758
12,50.75,0,1,1,1,2,0,0,0.0757392630409904,0.00360913773605709,0.147869388345924
6,629.32,0,1,1,1,3,1,0,0.0261052423300459,-0.293411973246569,0.34562245790666
6,123.9,1,0,3,0,1,1,0,-0.0308432796224618,-0.21710606170348,0.155419502458556
