"recency","history","mens","womens","zip_code_enc","newbie","channel_enc","W","Y","tau_hat","tau_lower","tau_upper"
2,675.88,1,1,3,1,1,1,0,1.31650214396938,-1.11313806991292,3.74614235785168
9,257.6,1,1,3,1,1,0,0,0.629490940314138,-1.09504918185023,2.35403106247851
12,32.51,0,1,1,0,1,0,0,2.17351990020525,-4.49575380503838,8.84279360544889
8,58.28,0,1,3,0,1,1,0,0.128732712934376,-1.16216915409965,1.4196345799684
1,586.52,1,0,1,1,3,0,0,0.495117783965166,-0.980154482042836,1.97039004997317
10,148.23,0,1,3,1,1,0,0,0.204412445867721,-0.908858716093589,1.31768360782903
7,513.78,1,0,3,1,1,0,0,3.43185965009652,-9.51732578535375,16.3810450855468
3,390.34,1,0,3,0,2,0,0,1.19643737976287,-1.43799472848677,3.83086948801251
9,718.97,0,1,1,1,3,1,0,0.534199446187165,-1.31786418451671,2.38626307689104
9,157.41,0,1,3,0,2,0,0,0.00672468615913159,-0.118734028968792,0.132183401287055
7,29.99,0,1,3,0,2,0,0,-3.43172358886195,-8.7572991620679,1.893851984344
3,187.74,0,1,3,0,1,0,0,0.0681329671447361,-0.410882531910674,0.547148466200146
2,29.99,0,1,3,1,2,0,0,0.0444524338296028,-0.144194965403203,0.233099833062409
2,64.26,1,0,3,0,1,0,0,-21.5453403658183,-69.8849713615773,26.7942906299408
2,122.01,0,1,3,1,2,1,0,-2.57205572372608,-10.5575549995881,5.41344355213593
4,116.37,1,0,3,0,2,1,0,0.483327667612971,-2.79775235004334,3.76440768526928
8,51.71,1,0,1,0,2,1,0,1.63630063690082,-2.59593962451628,5.86854089831792
8,29.99,1,0,3,0,1,1,0,0.109247120802314,-0.709290360473076,0.927784602077705
8,216.61,1,1,3,1,1,1,0,3.76413755167444,-23.5520264229272,31.080301526276
8,668.22,1,1,3,1,1,1,0,3.15744370582171,-0.906224341741888,7.2211117533853
4,133.51,1,0,3,1,1,1,0,0.482049963583691,-2.19589502977941,3.15999495694679
11,51.84,1,0,3,0,2,1,0,0.806286863150066,-1.19987961093991,2.81245333724004
2,102.13,0,1,3,0,2,0,0,-3.10468269815447,-7.24317229638042,1.03380690007149
10,399.28,1,0,3,0,2,0,0,0.0510562679920599,-0.399798667519105,0.501911203503224
7,149.34,1,0,3,0,1,1,0,10.5823179570436,-9.15363480004771,30.3182707141349
6,104.41,1,0,1,0,2,0,0,-0.558947925252688,-5.64805567632058,4.5301598258152
9,29.99,1,0,3,0,2,0,0,0.0420895063583979,-0.236660450297378,0.320839463014173
2,48.16,0,1,3,0,2,1,0,13.4723023038713,-32.2955831838088,59.2401877915513
12,122.98,1,0,3,0,2,0,0,-0.0215861685488654,-0.405670694065284,0.362498356967553
4,575.31,0,1,3,1,2,1,0,0.36888774142486,-1.2264117812627,1.96418726411242
11,259.8,0,1,3,1,2,0,0,1.10688895371384,-1.09127655346911,3.3050544608968
1,449.17,0,1,3,0,3,0,0,-0.610027625520993,-1.85852850284545,0.638473251803458
6,29.99,0,1,3,1,1,1,0,0.029949173430254,-0.0753148866858769,0.135213233546385
5,132.61,1,0,1,0,2,1,0,-0.648994079216126,-4.4147151277108,3.11672696927855
10,202.56,0,1,3,0,1,1,0,0.356966270574722,-0.82959614742682,1.54352868857626
1,553.55,0,1,3,1,1,0,0,0.0762042452944874,-0.212639454606114,0.365047945195088
10,310.4,0,1,1,0,2,1,0,2.45778135606411,-3.72206435907952,8.63762707120775
3,820.13,1,1,1,1,2,0,0,1.72936094449016,-1.18436533229822,4.64308722127853
2,29.99,0,1,3,0,2,1,0,0.0894248719814331,-0.301611108977341,0.480460852940207
10,348.22,0,1,3,0,3,1,0,0.425816563804476,-0.548888665433928,1.40052179304288
11,120.57,1,0,3,1,1,0,0,0.02614454280587,-0.135350715938523,0.187639801550263
2,184.96,0,1,3,1,2,0,0,-0.212656785507884,-1.24811453174141,0.822800960725638
11,81.14,1,0,3,0,1,1,0,0.0759922650532011,-2.16326262796101,2.31524715806741
10,190.31,0,1,3,0,2,1,0,0.619504878185367,-0.910487126119936,2.14949688249067
1,29.99,1,0,1,0,2,1,0,0.335609537720762,-0.706830824087307,1.37804989952883
10,89.7,1,0,3,0,2,0,0,-5.10433104902545,-30.186598000128,19.9779359020771
3,29.99,0,1,3,0,2,1,0,-0.0750598053159828,-0.408253274487091,0.258133663855125
9,46.09,1,0,3,1,2,0,0,0.31014249879307,-0.34894069378101,0.969225691367149
8,178,0,1,3,1,2,0,0,-2.02518932324806,-5.98037383341079,1.92999518691466
6,78.76,0,1,1,1,1,0,0,-0.14181771496424,-1.6994601009606,1.41582467103212
6,788.76,1,0,3,1,3,1,0,1.83215655808154,-0.941218497222148,4.60553161338524
6,288.62,0,1,3,0,3,1,102.84,0.402535324668457,-1.33513889898072,2.14020954831763
9,29.99,1,0,3,0,1,0,0,0.103955783993363,-0.225435721055018,0.433347289041745
1,29.99,1,0,1,1,1,0,0,11.7185413189535,-2.53170024775883,25.9687828856658
1,96.4,1,0,1,1,1,1,0,5.64182749026643,-6.41110935375703,17.6947643342899
9,370.94,1,1,3,0,3,1,0,1.59582346472581,-1.88950446141675,5.08115139086838
6,258.59,1,1,3,1,3,0,0,3.22087667572934,-4.1333174088408,10.5750707602995
2,572.19,0,1,3,1,3,1,0,-0.226493953286062,-1.17307698173381,0.720089075161684
6,29.99,1,0,3,1,1,0,0,0.193186998805764,-0.329167221018077,0.715541218629606
11,95.75,0,1,3,0,1,0,0,0.170995964640117,-0.660103159612727,1.00209508889296
8,176.46,1,0,3,0,1,0,0,0.627106507823466,-3.28979161961982,4.54400463526675
11,318.61,1,0,1,0,2,0,0,0.186415019931886,-0.672464823551818,1.04529486341559
2,615.01,0,1,3,1,1,0,0,0.206632795247463,-0.764997043787338,1.17826263428226
12,87,1,0,1,0,1,0,0,-2.46413767969967,-5.29602972899339,0.367754369594055
10,106.16,1,0,3,1,1,0,0,-0.00729200703035683,-0.574867271657899,0.560283257597186
11,45.6,1,0,1,1,2,0,0,3.97431742226471,-0.43426197189845,8.38289681642787
9,48.98,0,1,3,1,1,1,0,0.0327283062815967,-0.153225706088939,0.218682318652133
9,123.54,0,1,3,1,1,0,0,-0.0557906312741655,-0.805168495235608,0.693587232687277
3,623.89,1,1,3,1,2,0,0,-0.0655359781691161,-1.3435253032429,1.21245334690467
12,339.48,1,0,3,1,1,1,0,0.919855178881386,-2.43006834329391,4.26977870105668
1,150.18,0,1,1,0,2,1,0,-0.45315192983569,-1.58411677869786,0.677812919026476
3,32.45,1,0,3,0,2,0,0,7.19593078945127,-9.59076251745166,23.9826240963542
12,215.64,0,1,3,0,3,1,0,3.60385548379136,-3.61900265736685,10.8267136249496
2,76.6,0,1,3,0,1,0,0,-0.0599708560591958,-3.45333847888301,3.33339676676462
10,277.36,1,1,3,0,1,0,0,4.68819956012606,-2.66869242977584,12.045091550028
9,705.42,0,1,3,1,1,1,0,8.1078983648507,-11.9776110992446,28.193407828946
6,339.98,1,1,1,1,1,0,0,1.17305550312661,-5.22831659767189,7.57442760392511
1,417.98,0,1,3,0,3,0,0,0.73153960880256,-7.67433754292578,9.1374167605309
11,235.63,1,0,1,0,1,1,0,1.37455300169596,-1.62848122553861,4.37758722893054
8,236.28,1,1,3,1,3,1,0,7.14289001949015,-8.48278869198129,22.7685687309616
2,377.69,0,1,1,0,1,0,0,5.70143494282887,-10.3713216446975,21.7741915303552
5,992.46,1,0,3,1,3,0,0,1.27374844792949,-3.92989111190172,6.4773880077607
5,49.36,1,0,3,0,2,1,0,2.0797349562739,-3.60416838579349,7.76363829834129
10,67.82,1,0,3,0,2,0,0,-0.05969127001743,-3.5725373531577,3.45315481312284
10,184.31,0,1,3,0,1,1,0,0.1571583939599,-1.1786407184381,1.4929575063579
2,173.87,1,0,3,1,1,1,0,0.304719652395819,-1.23414223498948,1.84358153978111
10,91.18,0,1,3,1,2,1,0,-0.0362702635344013,-0.758890402337825,0.686349875269023
7,620.33,1,0,3,1,2,0,0,-0.0911075754211149,-0.509462914218588,0.327247763376358
1,152.01,0,1,3,0,2,1,0,-0.304037268284976,-3.69668499055208,3.08861045398213
6,323.18,1,0,3,1,2,1,0,0.902073247906886,-1.6849519720284,3.48909846784217
2,1153.16,0,1,3,1,3,1,0,0.877508846528998,-3.07413283732714,4.82915053038514
3,252.92,0,1,3,0,1,1,0,-1.26073523496939,-3.38588490525694,0.864414435318173
10,56.35,0,1,3,0,1,1,0,0.0275497042681137,-0.934289079505356,0.989388488041584
5,115.7,1,0,1,0,1,0,0,-5.17056172911786,-18.0855817382278,7.74445827999211
2,114.35,1,0,3,0,2,0,0,-2.0245017064352,-7.85488383298526,3.80588042011485
6,132.49,0,1,1,1,2,0,0,-0.0830813442226208,-1.94354608004263,1.77738339159739
6,49.09,0,1,1,1,2,1,0,0.312726780969005,-0.495778060362102,1.12123162230011
2,62.34,0,1,3,1,1,0,0,-2.18893167841835,-9.22571285053888,4.84784949370218
5,119.83,0,1,1,0,1,0,0,0.73188136338771,-7.28576301703564,8.74952574381106
10,223.81,1,1,3,0,2,0,0,4.25284870654049,-1.24069301567784,9.74639042875881
10,208.21,0,1,1,0,1,1,0,-0.538715739513404,-4.04836724136264,2.97093576233584
10,76.9,1,0,3,1,1,0,0,0.150807309459966,-0.14180712582189,0.443421744741821
8,29.99,0,1,3,1,1,1,0,0.196520940661289,-0.451317317445252,0.844359198767829
8,632.58,1,1,3,1,3,0,0,-0.40115236824508,-10.4343885242518,9.63208378776168
5,38.14,0,1,3,0,2,1,0,0.435699087576887,-1.11416599231393,1.9855641674677
9,29.99,1,0,3,1,2,0,0,0.610631990280971,-0.510653973886925,1.73191795444887
5,172.67,0,1,3,1,1,1,0,1.21091883374741,-3.60895695590095,6.03079462339577
6,224.79,0,1,3,1,1,0,0,3.8278306667598,-6.19633558865341,13.851996922173
12,46.39,1,0,3,1,1,0,0,0.263329897409734,-0.20110244532534,0.727762240144809
6,120.38,0,1,3,0,2,1,0,-0.574375326031829,-2.90406636595784,1.75531571389418
12,143.94,0,1,3,0,2,0,0,-0.149489388712223,-1.89106935711953,1.59209057969508
9,65.3,0,1,1,1,2,0,0,0.699030665702732,-1.39145241343395,2.78951374483941
6,62.85,1,0,3,1,2,1,0,1.35866824485526,-3.02402536385737,5.74136185356788
9,234.2,1,0,3,1,2,1,0,0.338577765578754,-0.804842720094203,1.48199825125171
10,60.87,1,0,3,0,2,1,0,0.0359382243639141,-0.593336198837146,0.665212647564974
10,29.99,0,1,1,1,1,1,0,0.275480445814923,-0.177730079012388,0.728690970642235
1,221.71,0,1,1,0,3,0,0,-1.81465750222099,-5.7611616845454,2.13184668010343
10,419.15,0,1,3,0,3,1,0,0.183685402044244,-0.741806159412413,1.1091769635009
6,142.99,1,0,3,1,2,1,0,0.38199259442373,-0.683305445751871,1.44729063459933
3,290.5,0,1,1,0,2,0,0,0.0142612676413316,-2.88746010982485,2.91598264510752
8,30.19,0,1,3,0,1,0,0,-1.60919192148882,-5.21196648266452,1.99358263968687
5,492.76,0,1,1,0,1,1,0,1.66229247401496,-2.88772529463468,6.21231024266459
10,44.27,0,1,3,0,1,1,0,0.0852299641925847,-0.177210339194357,0.347670267579526
4,98.5,0,1,3,0,1,0,0,1.85599640651507,-2.59126944394128,6.30326225697142
4,498.38,1,0,1,0,2,1,0,-0.688958150803625,-4.47256520813045,3.0946489065232
1,109.11,1,0,3,0,1,1,0,-0.913865108817327,-5.34002759812769,3.51229738049304
2,437.16,0,1,1,0,2,1,0,15.6078514571689,-37.566553258527,68.7822561728648
2,111.47,0,1,3,0,1,0,0,-1.75016943397439,-5.56811701862099,2.06777815067221
6,83.62,1,0,3,0,1,1,0,-0.210685338846376,-2.14079189084295,1.7194212131502
2,29.99,0,1,1,0,1,1,0,-0.219115283420563,-3.07352914227219,2.63529857543106
2,176.99,1,0,1,1,1,1,0,1.06086468686737,-2.54198290214576,4.6637122758805
4,679.93,0,1,3,1,1,1,0,0.552140020740745,-1.47577608216878,2.58005612365027
11,208.17,0,1,3,1,1,0,0,0.0510623958312069,-0.281909246925924,0.384034038588338
7,45.97,0,1,3,1,1,0,0,0.228816616471979,-0.821608946474114,1.27924217941807
1,814.98,1,1,3,1,1,0,0,2.37401783812654,-1.44883558527041,6.19687126152349
10,140.18,0,1,1,0,2,1,0,-0.0632632737305622,-0.720724936390279,0.594198388929155
7,499.66,0,1,3,0,2,0,0,1.18912861480507,-3.61798747978313,5.99624470939328
9,137.38,1,0,1,0,2,0,0,-0.0821792665529548,-0.461554277512683,0.297195744406774
1,667.1,0,1,1,1,2,0,0,0.799620719133167,-3.11071438750094,4.70995582576727
11,101.13,0,1,1,1,1,0,0,0.598930197487312,-1.49040672447955,2.68826711945417
2,195.18,0,1,3,0,2,1,0,-0.474300589930713,-2.59580338312826,1.64720220326684
7,30.76,1,0,3,0,2,0,0,3.30729713867508,-8.1255899301394,14.7401842074896
2,735.3,1,1,3,1,1,0,0,2.08416881798405,-6.54773606223713,10.7160736982052
11,35.06,1,0,3,0,2,1,0,0.417712711736955,-1.5535866411334,2.38901206460731
2,195.6,1,0,3,0,2,1,0,0.103756246351697,-1.71690379560925,1.92441628831265
10,185.15,1,0,3,1,2,0,0,0.585096624403416,-1.56831500417365,2.73850825298048
2,103.57,1,0,3,0,1,1,0,0.382135177619439,-2.39326685256858,3.15753720780746
12,251.31,1,0,3,0,1,1,0,0.974920972969708,-2.26274485765898,4.2125868035984
7,53.97,1,0,1,1,1,1,0,0.881536419005585,-1.51485641906798,3.27792925707915
3,458.76,1,0,1,0,3,1,0,-0.184087534325226,-1.67772330223111,1.30954823358066
9,260.63,1,1,3,0,2,1,0,0.891022931584693,-0.835892836377121,2.61793869954651
9,39.41,0,1,3,0,1,1,0,0.522896976140336,-10.9608910687681,12.0066850210488
7,36.5,1,0,3,0,1,1,0,0.406711232944828,-0.764115936749385,1.57753840263904
10,29.99,1,0,3,1,1,1,0,18.8461306591392,-18.6095937777813,56.3018550960597
4,245.79,0,1,3,0,2,1,0,1.11691170446521,-0.781769918262913,3.01559332719334
1,405.1,1,0,3,0,1,1,0,4.94309093761963,-5.53408637915405,15.4202682543933
9,108.15,0,1,1,0,1,0,0,2.28981817559725,-3.73940857379241,8.31904492498691
7,315.13,1,1,1,0,2,1,0,-1.22192006166068,-6.12196803561673,3.67812791229537
3,173.87,0,1,3,1,2,0,0,1.41390739572355,-4.07440804729927,6.90222283874637
2,260.96,0,1,3,1,1,0,0,-1.45539691903442,-6.57226148453898,3.66146764647014
3,95.16,1,0,3,0,1,0,0,0.429941489061184,-0.400563749706507,1.26044672782887
9,256.59,1,1,3,1,2,1,0,1.33955147186748,-0.876087461980742,3.5551904057157
5,77.3,1,0,3,1,2,1,0,0.0230736655601435,-1.72451130875556,1.77065863987585
2,333.47,1,1,3,1,2,1,0,2.30191155477734,-2.71714763268085,7.32097074223554
4,230.37,0,1,3,0,2,1,0,0.487597253399257,-0.171633676452073,1.14682818325059
1,611.91,1,1,1,1,1,1,97.38,0.267001174234404,-0.989734414760848,1.52373676322966
1,180.41,1,0,3,1,2,1,0,-0.581146634424245,-4.90591284325128,3.74361957440279
9,60.35,1,0,3,1,1,1,0,1.02914072818644,-2.78406402579863,4.84234548217151
10,29.99,0,1,1,0,2,1,0,-1.03068784683384,-4.71722034857961,2.65584465491194
10,104.4,1,0,1,0,2,0,0,-0.0177476463218951,-0.476874851230598,0.441379558586808
11,86.15,1,0,3,0,1,0,0,-2.10527024640059,-6.92218156197668,2.7116410691755
10,244.92,0,1,3,0,3,0,0,0.853243659955105,-2.34739255231763,4.05387987222784
3,241.8,0,1,3,1,2,0,0,0.52131716270291,-1.61716874990322,2.65980307530904
1,324.47,1,0,1,1,2,1,0,-1.5071576657543,-6.36061834298205,3.34630301147345
1,140.43,0,1,3,1,1,1,0,1.91835598486864,-4.56241618883751,8.39912815857479
12,287.91,0,1,1,1,2,0,0,0.496978814979002,-1.01067537199672,2.00463300195473
5,1526.68,1,1,3,1,1,1,0,-1.4911035170185,-5.50981762606359,2.52761059202659
1,1138.61,1,1,3,1,3,0,0,0.329153585099835,-0.409277654337947,1.06758482453762
4,353.49,0,1,3,0,3,0,0,0.259736829206456,-2.99175816489738,3.51123182331029
12,475,0,1,3,0,1,1,0,0.627105697579538,-4.07729360308637,5.33150499824544
11,355.57,0,1,3,0,2,1,0,0.0123058728376353,-0.466410284446898,0.491022030122169
11,77.67,0,1,3,0,1,0,0,-0.138469015365786,-1.61684498620186,1.33990695547028
6,29.99,1,0,1,0,1,0,0,-0.0995723015789342,-0.810892375750115,0.611747772592247
9,341.8,1,1,1,1,3,1,0,-1.08257984749588,-6.71438224069281,4.54922254570105
4,189.99,1,0,1,0,2,0,0,0.218967176223598,-3.55113982435702,3.98907417680422
7,29.99,0,1,1,0,2,0,0,-0.140881986244528,-0.938169911018103,0.656405938529047
5,146.41,1,0,3,1,1,0,0,0.87819308256117,-1.02856595586434,2.78495212098668
10,76.7,1,0,3,1,2,1,0,0.216764938214468,-1.05409804331847,1.4876279197474
1,679.53,1,0,3,1,3,0,0,0.956177731204072,-1.33445877817964,3.24681424058778
5,29.99,1,0,3,0,1,0,0,0.059363127178501,-0.138799228127329,0.25752548248433
3,977.51,1,1,3,1,2,0,0,4.28340855763807,-5.60275477957169,14.1695718948478
1,601.44,1,1,3,1,2,1,0,0.0325196403744323,-0.421046536086932,0.486085816835797
10,29.99,0,1,3,0,2,1,0,-14.712370223588,-40.3602889720127,10.9355485248367
10,257.37,0,1,3,0,2,0,0,2.5862324897358,-4.33892205270803,9.51138703217962
7,108.31,0,1,3,0,1,1,0,0.703727852888059,-1.10635289395071,2.51380859972682
1,400.33,1,0,3,0,3,0,0,0.887065579871311,-6.11775739235823,7.89188855210086
4,566.58,1,0,3,1,1,1,0,0.267861404021085,-0.687620333744492,1.22334314178666
8,475.99,1,0,1,1,2,1,0,1.22799754680152,-6.19389326928474,8.64988836288778
2,199.95,1,0,3,0,2,0,0,0.501471797229214,-0.947443015431624,1.95038660989005
4,231.09,1,0,3,1,2,0,0,1.16939469705792,-0.719131858712727,3.05792125282857
12,32.21,1,0,3,0,2,1,0,3.38314844042308,-6.31408118270819,13.0803780635543
5,29.99,1,0,3,1,2,1,0,0.0487335491950465,-0.111832676664608,0.209299775054701
1,1667.28,1,0,3,1,1,1,0,0.163375613094485,-1.61503860577062,1.94178983195959
1,218.36,0,1,3,0,1,1,0,-0.284483105067023,-6.49436932290317,5.92540311276912
1,99.45,0,1,1,0,1,1,0,1.5892501154526,-1.7745138016841,4.95301403258929
4,588.45,0,1,1,1,2,1,0,-0.0980466802298037,-2.0083683852747,1.81227502481509
9,366.81,0,1,3,1,1,0,0,1.4489251295191,-4.644158340893,7.5420085999312
1,300.49,1,0,3,0,1,0,0,2.58669285360687,-2.27679293824257,7.45017864545631
5,451.42,1,1,3,0,1,0,0,4.36653307976856,-3.64931231245086,12.382378471988
6,169.3,0,1,1,1,1,1,0,-0.00552242362655869,-1.98833277478054,1.97728792752742
8,540.57,1,1,3,1,2,0,0,-2.59844667265576,-11.6486895910663,6.45179624575473
11,162.07,0,1,1,0,2,1,0,-0.0353855485680336,-0.497878091579376,0.427106994443308
2,229.85,1,1,3,1,2,0,0,1.3088542489104,-1.53732767939118,4.15503617721199
11,474.22,0,1,3,1,1,0,0,1.20906612075102,-2.30409320720295,4.72222544870499
6,441.59,1,0,1,0,3,1,0,0.893025780908107,-1.69681168174075,3.48286324355696
3,29.99,0,1,3,1,1,1,0,-0.0019108539642652,-0.145131617743972,0.141309909815441
2,48.43,1,0,1,0,2,1,0,12.823031021396,-13.6025619800123,39.2486240228043
5,128.12,1,0,3,0,1,0,0,-0.827563159279106,-7.63966146102788,5.98453514246967
10,29.99,1,0,3,1,2,1,0,1.86401841891195,-0.912558795361131,4.64059563318502
9,128.77,1,0,3,0,2,1,0,0.0289090114669325,-0.0513423452237639,0.109160368157629
2,549.1,0,1,3,1,1,1,0,0.342821411769671,-0.414160528282461,1.0998033518218
7,32.85,1,0,3,1,1,1,0,0.954441557461742,-2.08150072750905,3.99038384243254
4,1096.45,0,1,3,1,2,1,0,0.84844678030563,-1.2750440929509,2.97193765356216
7,214.39,0,1,3,0,1,0,0,-5.93779451188589,-17.3409969396046,5.46540791583285
4,152.88,1,0,3,1,1,1,0,0.0585179597592066,-0.554606055651413,0.671641975169826
2,1328.26,1,1,1,1,1,0,0,-1.94495794335343,-7.12184304780707,3.23192716110021
8,111.06,0,1,3,1,2,0,0,-0.092214263746973,-0.42636308880777,0.241934561313823
7,347.59,1,0,3,1,2,0,0,3.56789112320879,-2.84152480681715,9.97730705323473
4,619.38,0,1,3,1,3,0,0,-0.660631282418869,-3.12391855172607,1.80265598688833
5,746.41,0,1,1,1,1,0,0,-1.92074964404597,-8.2522656439605,4.41076635586855
9,29.99,1,0,1,0,2,0,0,-0.319783997177911,-0.976416283852332,0.336848289496509
2,368.19,0,1,3,0,3,1,0,4.27481703369443,-1.54100291026868,10.0906369776575
11,69.21,1,0,3,0,1,1,0,-3.41518206182717,-10.5443179963816,3.71395387272727
8,184.44,1,0,3,1,2,0,0,0.50066952826428,-2.84371660668378,3.84505566321234
5,44.37,0,1,3,0,2,0,0,0.00955517804964754,-0.269906123718144,0.289016479817439
1,29.99,0,1,1,1,2,1,0,0.162340480793875,-0.384771643578202,0.709452605165951
5,53.81,0,1,3,0,2,1,0,0.269265763504633,-0.485997505447128,1.02452903245639
2,234,1,1,3,0,2,0,0,3.8436065558896,-11.0552594314608,18.74247254324
2,930.75,1,1,3,1,2,0,0,3.65970282252287,-4.46282329928862,11.7822289443344
2,200.3,1,0,3,1,1,0,0,0.0853295882978779,-0.601693597838024,0.77235277443378
1,547.24,1,1,3,1,3,0,0,1.31201610367744,-0.958651471359532,3.58268367871442
12,50.75,0,1,1,1,2,0,0,0.896375041385684,-1.17114173740892,2.96389182018029
6,629.32,0,1,1,1,3,1,0,-0.835884251953164,-3.67504312375865,2.00327461985232
6,123.9,1,0,3,0,1,1,0,-5.18062333279503,-17.8317749478219,7.47052828223184
10,173.64,1,0,3,0,2,0,0,0.37013354454378,-0.60622866848829,1.34649575757585
2,472.9,0,1,1,0,1,1,0,4.43525896126375,-13.6653977850501,22.5359157075775
11,838.13,1,0,1,1,1,1,0,1.39451623905034,-0.566585766019471,3.35561824412014
1,144.68,1,0,1,0,2,1,0,1.04778006951719,-2.93059306442862,5.026153203463
7,235.73,0,1,3,0,1,1,0,0.788016018649621,-3.77764412038142,5.35367615768066
